"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.AD","adj.P.Val.AD","P.Value.AD","t.AD","B.AD","logFC.AD","Gene.title.AD","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"588","SSBP2","238484_s_at",1.13e-14,9.87e-16,-8.88,24.8641625,-1.35,"single stranded DNA binding protein 2","238484_s_at",0.139,0.00031069,-4.23,-1.03097,-1.06,"single stranded DNA binding protein 2","238483_at",1.51e-05,1.77e-06,-6.1546351,4.871746,-0.6899674,"single stranded DNA binding protein 2"
"589","ST8SIA4","230836_at",1.46e-13,1.46e-14,8.43,22.1975193,1.34,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","230261_at",0.229,0.00283675,3.33,-3.20415,1.11,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4","242943_at",2.65e-09,2.21e-11,11.2224666,16.128315,2.1198248,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"590","STARD5","213820_s_at",1.79e-17,1.15e-18,9.96,31.5554081,0.732,"StAR related lipid transfer domain containing 5","213820_s_at",0.464,0.03876243,2.19,-5.66811,0.633,"StAR related lipid transfer domain containing 5","213820_s_at",4.86e-06,4.46e-07,-6.7024648,6.245637,-0.8268418,"StAR related lipid transfer domain containing 5"
"591","STAT1","AFFX-HUMISGF3A/M97935_MA_at",5.62e-35,4.95e-37,16.5,73.6052364,3.61,"signal transducer and activator of transcription 1","209969_s_at",0.247,0.00419882,3.17,-3.58318,1.37,"signal transducer and activator of transcription 1","209969_s_at",1.64e-05,1.95e-06,6.1157691,4.773182,1.98366367,"signal transducer and activator of transcription 1"
"592","STK17B","205214_at",1.22e-15,9.72e-17,9.25,27.1588163,1.31,"serine/threonine kinase 17b","205214_at",0.39,0.02257342,2.44,-5.17398,1.26,"serine/threonine kinase 17b","217503_at",0.000232,4.55e-05,4.8992447,1.641467,1.09659296,"serine/threonine kinase 17b"
"593","STK4","205411_at",6.24e-11,8.36e-12,7.35,15.9323011,0.652,"serine/threonine kinase 4","243981_at",0.322,0.01284131,2.69,-4.64807,0.721,"serine/threonine kinase 4","205411_at",0.00227,0.000669,3.8703551,-0.99592,0.58869578,"serine/threonine kinase 4"
"594","STRIP2","231880_at",4.03e-13,4.22e-14,8.25,21.1504413,1.11,"striatin interacting protein 2","231880_at",0.493,0.04580877,2.11,-5.81833,0.718,"striatin interacting protein 2","1555292_at",0.000229,4.48e-05,4.9053956,1.657407,1.1856411,"striatin interacting protein 2"
"595","STUM","213925_at",2.97e-34,2.82e-36,-16.2,71.8724834,-2.75,"stum, mechanosensory transduction mediator homolog","213925_at",0.348,0.01624513,-2.59,-4.8684,-1.14,"stum, mechanosensory transduction mediator homolog","213925_at",7.3e-05,1.16e-05,-5.4230644,2.997856,-0.94178784,"stum, mechanosensory transduction mediator homolog"
"596","STYK1","220030_at",7.04e-32,8.6e-34,15.3,66.1814428,2.73,"serine/threonine/tyrosine kinase 1","221696_s_at",0.292,0.00922555,2.84,-4.33582,0.845,"serine/threonine/tyrosine kinase 1","221696_s_at",0.0215,0.00934,-2.8111806,-3.518801,-0.63878639,"serine/threonine/tyrosine kinase 1"
"597","SUSD2","227480_at",8.99e-13,9.76e-14,-8.11,20.3224435,-1.44,"sushi domain containing 2","227480_at",0.255,0.0048592,-3.11,-3.72372,-0.799,"sushi domain containing 2","234310_s_at",6.71e-06,6.59e-07,-6.5456191,5.85541,-0.70135408,"sushi domain containing 2"
"598","SVIP","226278_at",6.7e-06,1.62e-06,-4.97,4.0314753,-0.734,"small VCP interacting protein","226278_at",0.139,0.00027471,-4.28,-0.90866,-0.818,"small VCP interacting protein","230285_at",0.00119,0.000311,-4.1649489,-0.250523,-0.78036022,"small VCP interacting protein"
"599","SYBU","218692_at",3.04e-17,2.02e-18,-9.87,31.0009354,-1.25,"syntabulin","218692_at",0.288,0.00889123,-2.85,-4.30081,-0.629,"syntabulin","218692_at",0.000391,8.42e-05,-4.6650406,1.035039,-0.94887092,"syntabulin"
"600","SYK","207540_s_at",1.56e-22,5.68e-24,11.9,43.6907642,0.961,"spleen associated tyrosine kinase","207540_s_at",0.229,0.00267512,3.36,-3.14725,0.799,"spleen associated tyrosine kinase","207540_s_at",4.78e-08,1.27e-09,9.2276904,12.103272,0.93117186,"spleen associated tyrosine kinase"
"601","SYN2","210247_at",8.53e-08,1.64e-08,-5.93,8.4962607,-0.873,"synapsin II","210247_at",0.266,0.00671858,-2.97,-4.03409,-1.69,"synapsin II","210247_at",9.78e-05,1.64e-05,-5.288878,2.65094,-1.17587788,"synapsin II"
"602","TACC3","218308_at",3.75e-15,3.13e-16,9.06,25.9999318,0.838,"transforming acidic coiled-coil containing protein 3","218308_at",0.139,0.00030739,4.23,-1.02035,0.801,"transforming acidic coiled-coil containing protein 3","218308_at",0.000571,0.000131,4.4972905,0.601885,0.74521434,"transforming acidic coiled-coil containing protein 3"
"603","TAGAP","229723_at",1.78e-06,4.01e-07,5.28,5.3812224,1.1,"T-cell activation RhoGTPase activating protein","229723_at",0.277,0.00777969,2.91,-4.17389,1.03,"T-cell activation RhoGTPase activating protein","1552542_s_at",1.19e-05,1.32e-06,6.2691512,5.161372,1.96672211,"T-cell activation RhoGTPase activating protein"
"604","TAP1","202307_s_at",1.71e-20,7.88e-22,11.1,38.7892859,0.777,"transporter 1, ATP binding cassette subfamily B member","202307_s_at",0.403,0.02508062,2.39,-5.27108,0.745,"transporter 1, ATP binding cassette subfamily B member","202307_s_at",0.00374,0.0012,3.6418953,-1.564384,0.61304528,"transporter 1, ATP binding cassette subfamily B member"
"605","TAP2","204770_at",7.28e-17,5.05e-18,9.72,30.0898357,1.53,"transporter 2, ATP binding cassette subfamily B member","225973_at",0.397,0.02373114,2.42,-5.22014,0.741,"transporter 2, ATP binding cassette subfamily B member","208428_at",0.000582,0.000134,4.4890186,0.580565,1.28099254,"transporter 2, ATP binding cassette subfamily B member"
"606","TARP","216920_s_at",1.88e-09,2.98e-10,6.7,12.4173734,1.5,"TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2","216920_s_at",0.461,0.03814446,2.2,-5.65359,0.675,"TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2","216298_at",0.000282,5.73e-05,4.8118226,1.414958,1.20600596,"TCR gamma alternate reading frame protein"
"607","TBX18","242107_x_at",8.58e-19,4.81e-20,-10.5,34.7057432,-1.4,"T-box 18","242107_x_at",0.252,0.00472864,-3.12,-3.69754,-0.725,"T-box 18","242107_x_at",0.000265,5.34e-05,-4.8388112,1.484872,-0.90585115,"T-box 18"
"608","TCF7L2","216035_x_at",3.32e-25,9.03e-27,-12.8,50.097511,-0.642,"transcription factor 7 like 2","216035_x_at",0.201,0.00146028,-3.61,-2.55732,-0.639,"transcription factor 7 like 2","236094_at",0.000696,0.000165,-4.4081556,0.372383,-0.75361122,"transcription factor 7 like 2"
"609","TCN1","205513_at",9.65e-71,1.77e-74,32.5,159.0966798,8.66,"transcobalamin 1","205513_at",0.35,0.01639472,2.59,-4.87696,2.24,"transcobalamin 1","205513_at",2.25e-06,1.73e-07,7.0867998,7.190135,4.97804386,"transcobalamin 1"
"610","THEMIS2","207571_x_at",4.18e-12,4.88e-13,7.84,18.7329494,0.625,"thymocyte selection associated family member 2","210785_s_at",0.255,0.00516501,3.09,-3.78233,0.946,"thymocyte selection associated family member 2","210785_s_at",1.74e-09,1.24e-11,11.5280871,16.700248,2.40546654,"thymocyte selection associated family member 2"
"611","THY1","208850_s_at",0.0976,0.047,2,-5.5536302,0.6,"Thy-1 cell surface antigen","213869_x_at",0.466,0.0393786,2.18,-5.68234,0.934,"Thy-1 cell surface antigen","208850_s_at",3.7e-11,2.65e-14,15.1639298,22.712798,2.85420367,"Thy-1 cell surface antigen"
"612","TIFAB","239529_at",2.68e-12,3.06e-13,7.92,19.1922239,0.781,"TIFA inhibitor///dendritic cell associated nuclear protein","239529_at",0.204,0.00170205,3.54,-2.70707,0.763,"TIFA inhibitor///dendritic cell associated nuclear protein","236673_at",9.25e-05,1.54e-05,5.3141184,2.716241,1.13336164,"TIFA inhibitor"
"613","TLE3","206472_s_at",3.23e-55,2.07e-58,24.9,122.5202507,3.51,"transducin like enhancer of split 3","212769_at",0.339,0.01490973,2.63,-4.78819,0.643,"transducin like enhancer of split 3","212769_at",0.00101,0.000256,4.2405546,-0.05748,0.7485244,"transducin like enhancer of split 3"
"614","TMC8","227353_at",9.03e-07,1.96e-07,5.43,6.0777868,1.02,"transmembrane channel like 8","227353_at",0.255,0.00500719,3.1,-3.75254,0.768,"transmembrane channel like 8","227353_at",0.000123,2.15e-05,5.1853717,2.382973,1.15522302,"transmembrane channel like 8"
"615","TMEM132C","232313_at",1.63e-25,4.26e-27,-13,50.8448096,-2.54,"transmembrane protein 132C","232313_at",0.438,0.03193113,-2.28,-5.49222,-1.11,"transmembrane protein 132C","232313_at",0.00276,0.000842,-3.7807262,-1.22009,-1.10265816,"transmembrane protein 132C"
"616","TMEM139","227753_at",5.33e-19,2.91e-20,-10.5,35.2043223,-2.4,"transmembrane protein 139","227753_at",0.446,0.03435952,-2.25,-5.5589,-0.963,"transmembrane protein 139","227753_at",0.000282,5.74e-05,-4.8108225,1.412368,-1.35047819,"transmembrane protein 139"
"617","TMEM178A","229302_at",1.52e-12,1.68e-13,-8.02,19.7831066,-1.57,"transmembrane protein 178A","229302_at",0.453,0.03607272,-2.22,-5.60304,-0.988,"transmembrane protein 178A","229302_at",0.00261,0.000787,-3.8071637,-1.154113,-0.92664355,"transmembrane protein 178A"
"618","TMEM206","222752_s_at",6.23e-22,2.44e-23,11.6,42.2429371,1.53,"transmembrane protein 206","222752_s_at",0.245,0.00411601,3.18,-3.56398,0.873,"transmembrane protein 206","222752_s_at",2.48e-09,2.03e-11,11.2673948,16.213106,1.08336622,"transmembrane protein 206"
"619","TMEM255A","219895_at",7.62e-25,2.18e-26,-12.7,49.2201491,-2.33,"transmembrane protein 255A","219895_at",0.347,0.01593115,-2.6,-4.85017,-1.27,"transmembrane protein 255A","219895_at",2.52e-07,1.09e-08,-8.2594088,9.957434,-2.01906214,"transmembrane protein 255A"
"620","TMEM63A","214833_at",5.57e-14,5.28e-15,-8.6,23.2054973,-0.786,"transmembrane protein 63A","228549_at",0.401,0.02451803,-2.4,-5.2502,-0.616,NA,"214833_at",0.00191,0.000547,-3.9483503,-0.799768,-0.63811688,"transmembrane protein 63A"
"621","TMEM79","223544_at",9.69e-38,6.44e-40,17.6,80.2171879,1.01,"transmembrane protein 79","223544_at",0.493,0.04612802,2.11,-5.82455,0.587,"transmembrane protein 79","223544_at",7.04e-05,1.11e-05,-5.4400723,3.041779,-1.159036,"transmembrane protein 79"
"622","TMEM91","229957_at",1.44e-15,1.15e-16,-9.22,26.992752,-0.73,"transmembrane protein 91","229957_at",0.446,0.03439731,-2.25,-5.5599,-0.991,"transmembrane protein 91","229957_at",0.02,0.00858,-2.8470344,-3.439253,-0.58728051,"transmembrane protein 91"
"623","TMPRSS4","218960_at",4.6e-42,1.7e-44,19.3,90.7023244,4.82,"transmembrane protease, serine 4","218960_at",0.337,0.01471788,2.63,-4.77607,2.28,"transmembrane protease, serine 4","218960_at",0.0158,0.0065,2.9631494,-3.178146,1.20086606,"transmembrane protease, serine 4"
"624","TNFAIP3","202643_s_at",1.9e-10,2.7e-11,7.14,14.7791764,0.743,"TNF alpha induced protein 3","202643_s_at",0.41,0.02663191,2.37,-5.32624,0.806,"TNF alpha induced protein 3","202643_s_at",0.000372,7.94e-05,4.6874597,1.093023,0.83097051,"TNF alpha induced protein 3"
"625","TNFRSF21","214581_x_at",7.05e-25,2e-26,12.7,49.3047167,1.61,"TNF receptor superfamily member 21","218856_at",0.258,0.00553922,3.06,-3.84942,0.771,"TNF receptor superfamily member 21","214581_x_at",0.00468,0.00156,3.5387548,-1.817576,0.84900622,"TNF receptor superfamily member 21"
"626","TNN","215271_at",8.86e-05,2.47e-05,-4.34,1.4082586,-0.928,"tenascin N","215271_at",0.363,0.01829499,-2.54,-4.97916,-1.02,"tenascin N","215271_at",0.0294,0.0135,-2.6532526,-3.862712,-1.21282705,"tenascin N"
"627","TOR1AIP2","230241_at",1.2e-26,2.79e-28,13.4,53.5545346,1.69,"torsin 1A interacting protein 2","230241_at",0.242,0.00359539,3.24,-3.43351,0.676,"torsin 1A interacting protein 2","1569676_at",4.09e-06,3.63e-07,-6.7854298,6.450961,-1.33104037,"torsin 1A interacting protein 2"
"628","TP53I3","210609_s_at",2.17e-19,1.13e-20,10.7,36.1444385,1.57,"tumor protein p53 inducible protein 3","210609_s_at",0.154,0.00047811,4.05,-1.45832,0.593,"tumor protein p53 inducible protein 3","210609_s_at",3.7e-11,2.6e-14,15.1747876,22.72879,1.39631359,"tumor protein p53 inducible protein 3"
"629","TPT1-AS1","227710_s_at",5.6e-13,5.94e-14,-8.2,20.812444,-0.601,"TPT1 antisense RNA 1","227709_at",0.404,0.02533055,-2.39,-5.2802,-0.619,"TPT1 antisense RNA 1","226407_at",0.00121,0.000318,4.1563866,-0.272346,0.82284645,"TPT1 antisense RNA 1"
"630","TRAC","210972_x_at",0.000971,0.000314,3.68,-1.0067628,0.663,"T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2","209670_at",0.247,0.00423171,3.17,-3.59069,1.04,"T-cell receptor alpha constant","209671_x_at",9.76e-06,1.04e-06,6.3645572,5.401732,0.89160861,"T-cell receptor alpha constant"
"631","TRAF3IP3","213888_s_at",3.73e-14,3.46e-15,8.67,23.6228194,1.39,"TRAF3 interacting protein 3","213888_s_at",0.213,0.00221615,3.44,-2.96434,0.957,"TRAF3 interacting protein 3","205804_s_at",1.3e-06,8.71e-08,7.371363,7.878023,1.40993404,"TRAF3 interacting protein 3"
"632","TRBC1","213193_x_at",6.32e-14,6.03e-15,8.58,23.0736361,1.7,"T cell receptor beta constant 1","210915_x_at",0.289,0.00899622,2.85,-4.31195,1.49,"T cell receptor beta constant 1","210915_x_at",4.52e-08,1.18e-09,9.2619022,12.176748,1.28076783,"T cell receptor beta constant 1"
"633","TRHDE-AS1","1560697_at",5.92e-05,1.61e-05,-4.44,1.8187084,-0.617,"TRHDE antisense RNA 1","1560697_at",0.135,0.00020997,-4.38,-0.64123,-1.38,"TRHDE antisense RNA 1","1560697_at",0.0307,0.0142,-2.6305899,-3.911156,-0.60810297,"TRHDE antisense RNA 1"
"634","TRIM14","203147_s_at",2.58e-28,4.91e-30,14,57.5754727,2.46,"tripartite motif containing 14","203148_s_at",0.468,0.03973569,2.18,-5.69049,0.731,"tripartite motif containing 14","231934_at",1.17e-08,1.89e-10,10.1340641,13.996642,1.00118091,"tripartite motif containing 14"
"635","TSPAN8","203824_at",9.09e-20,4.55e-21,-10.8,37.0470587,-2.27,"tetraspanin 8","203824_at",0.253,0.00478598,-3.12,-3.70913,-1.41,"tetraspanin 8","203824_at",0.000101,1.71e-05,-5.2746508,2.614123,-3.03371437,"tetraspanin 8"
"636","TXNL1","235561_at",2.2e-22,8.16e-24,-11.8,43.3300177,-1.67,"thioredoxin like 1","235561_at",0.195,0.00119591,-3.69,-2.3617,-1.09,"thioredoxin like 1","235561_at",2.63e-07,1.15e-08,-8.2363963,9.904878,-0.95468852,"thioredoxin like 1"
"637","TYMP","217497_at",4.91e-42,1.85e-44,19.3,90.617701,3.23,"thymidine phosphorylase","204858_s_at",0.191,0.00111009,3.72,-2.28865,1.56,"thymidine phosphorylase","217497_at",1.2e-05,1.34e-06,6.2648011,5.150392,1.54216264,"thymidine phosphorylase"
"638","TYMS","1554696_s_at",6.24e-25,1.76e-26,12.7,49.4310943,1.14,"thymidylate synthetase","1554696_s_at",0.353,0.01674392,2.58,-4.89662,1.04,"thymidylate synthetase","217684_at",2.58e-06,2.05e-07,-7.0170929,7.020116,-1.09415856,"thymidylate synthetase"
"639","TYROBP","204122_at",2.55e-05,6.6e-06,4.65,2.6745319,0.754,"TYRO protein tyrosine kinase binding protein","204122_at",0.358,0.01759474,2.55,-4.94283,0.985,"TYRO protein tyrosine kinase binding protein","204122_at",2.27e-09,1.8e-11,11.3291271,16.329209,1.38990256,"TYRO protein tyrosine kinase binding protein"
"640","UACA","238868_at",1.34e-16,9.6e-18,-9.62,29.4529553,-1.32,"uveal autoantigen with coiled-coil domains and ankyrin repeats","238868_at",0.392,0.02294527,-2.43,-5.18907,-1,"uveal autoantigen with coiled-coil domains and ankyrin repeats","1558356_at",0.00285,0.000875,-3.7660204,-1.256735,-0.61334319,"uveal autoantigen with coiled-coil domains and ankyrin repeats"
"641","UBD","205890_s_at",1.11e-06,2.43e-07,5.38,5.8694948,1.03,"ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1","205890_s_at",0.428,0.02985185,2.31,-5.43078,1.51,"ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1","205890_s_at",3.92e-09,3.92e-11,10.9245433,15.55974,2.87792913,"ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1"
"642","UGGT1","218257_s_at",6.58e-32,7.98e-34,15.3,66.2558318,1.99,"UDP-glucose glycoprotein glucosyltransferase 1","218257_s_at",0.193,0.00114919,3.7,-2.32262,0.696,"UDP-glucose glycoprotein glucosyltransferase 1","218257_s_at",4.57e-06,4.15e-07,6.7318137,6.318358,1.02793231,"UDP-glucose glycoprotein glucosyltransferase 1"
"643","UHRF1BP1L","213120_at",2.26e-05,5.81e-06,-4.68,2.7980451,-0.864,"UHRF1 binding protein 1 like","213120_at",0.411,0.02671212,2.36,-5.329,0.752,"UHRF1 binding protein 1 like","1562098_at",5.77e-07,3.12e-08,7.8033965,8.902692,0.94938914,"UHRF1 binding protein 1 like"
"644","USP47","223119_s_at",1.15e-15,9.08e-17,-9.26,27.2264453,-1.57,"ubiquitin specific peptidase 47","223119_s_at",0.204,0.00164169,-3.56,-2.6718,-0.621,"ubiquitin specific peptidase 47","223119_s_at",6.97e-07,3.96e-08,-7.7026995,8.666041,-0.83354623,"ubiquitin specific peptidase 47"
"645","VIT","227899_at",7.88e-11,1.07e-11,-7.3,15.6906503,-1.95,"vitrin","227899_at",0.319,0.01245808,-2.71,-4.61958,-0.782,"vitrin","227899_at",9.67e-06,1.03e-06,-6.3691491,5.413278,-1.36912683,"vitrin"
"646","VMP1","1569003_at",6.11e-27,1.39e-28,13.5,54.2513961,1.94,"vacuole membrane protein 1","1569003_at",0.283,0.00838584,2.88,-4.24524,1.12,"vacuole membrane protein 1","1569003_at",0.000334,6.99e-05,4.7360586,1.218778,1.16009452,"vacuole membrane protein 1"
"647","VPS13D","212326_at",3.98e-14,3.71e-15,-8.66,23.5544304,-0.66,"vacuolar protein sorting 13 homolog D","1557571_at",0.416,0.02764065,2.35,-5.36034,1.1,"vacuolar protein sorting 13 homolog D","212324_s_at",1.67e-05,1.99e-06,-6.1068389,4.750517,-0.6766555,"vacuolar protein sorting 13 homolog D"
"648","WDFY2","243514_at",8.6e-10,1.32e-10,-6.85,13.2213564,-0.913,"WD repeat and FYVE domain containing 2","1560112_at",0.195,0.00120496,3.68,-2.36909,0.891,"WD repeat and FYVE domain containing 2","227490_at",5.31e-05,7.92e-06,-5.5700921,3.377126,-0.62323038,"WD repeat and FYVE domain containing 2"
"649","WDFY3-AS2","238081_at",2.11e-11,2.68e-12,-7.55,17.0545307,-0.601,"WDFY3 antisense RNA 2","238081_at",0.135,0.00013663,-4.55,-0.21263,-1.14,"WDFY3 antisense RNA 2","238081_at",0.0168,0.007,-2.9322285,-3.248184,-0.58810005,"WDFY3 antisense RNA 2"
"650","WDFY4","229597_s_at",9.75e-20,4.89e-21,10.8,36.9751243,1.11,"WDFY family member 4","229597_s_at",0.139,0.00031007,4.23,-1.02897,1.2,"WDFY family member 4","229597_s_at",0.000273,5.52e-05,4.8259443,1.451539,0.97038583,"WDFY family member 4"
"651","WFDC2","203892_at",5.85e-08,1.1e-08,-6.01,8.8817078,-1.16,"WAP four-disulfide core domain 2","203892_at",0.204,0.0016394,-3.56,-2.67044,-0.917,"WAP four-disulfide core domain 2","203892_at",0.00255,0.000766,3.8176236,-1.127975,0.85042288,"WAP four-disulfide core domain 2"
"652","WHSC1","209053_s_at",9.56e-19,5.39e-20,10.4,34.5943694,0.999,"Wolf-Hirschhorn syndrome candidate 1","209053_s_at",0.115,2.506e-05,5.23,1.48971,0.849,"Wolf-Hirschhorn syndrome candidate 1","223472_at",0.000185,3.49e-05,-5.000807,1.904704,-0.61027943,"Wolf-Hirschhorn syndrome candidate 1"
"653","WNK2","227217_at",1.78e-18,1.03e-19,-10.3,33.9499249,-1.6,"WNK lysine deficient protein kinase 2","227217_at",0.44,0.0327,-2.27,-5.51389,-0.591,"WNK lysine deficient protein kinase 2","227217_at",2.78e-07,1.23e-08,-8.2056234,9.834488,-1.3918448,"WNK lysine deficient protein kinase 2"
"654","WNT5A","205990_s_at",1.08e-47,2.12e-50,21.6,104.2159525,2.74,"Wnt family member 5A","205990_s_at",0.154,0.00046442,4.07,-1.42957,1.18,"Wnt family member 5A","205990_s_at",5.12e-05,7.59e-06,5.5864153,3.419167,1.41951137,"Wnt family member 5A"
"655","XAF1","206133_at",4.5e-38,2.84e-40,17.7,81.0323583,2.3,"XIAP associated factor 1","242234_at",0.184,0.00095966,3.78,-2.14562,1.71,"XIAP associated factor 1","228617_at",7.67e-05,1.23e-05,5.4001541,2.938672,0.81459746,"XIAP associated factor 1"
"656","XPNPEP3","224188_s_at",5.96e-09,9.99e-10,-6.47,11.2318506,-0.828,"X-prolyl aminopeptidase 3","220020_at",0.331,0.0140328,2.66,-4.73139,0.694,"X-prolyl aminopeptidase 3","227910_at",0.0461,0.023,-2.4185005,-4.352552,-0.71501597,"X-prolyl aminopeptidase 3"
"657","ZBTB10","236105_at",2.43e-19,1.27e-20,-10.7,36.0251444,-1.05,"zinc finger and BTB domain containing 10","228562_at",0.229,0.00279942,-3.34,-3.19131,-0.644,"zinc finger and BTB domain containing 10","236105_at",0.0108,0.00414,-3.1484555,-2.751246,-0.58672929,"zinc finger and BTB domain containing 10"
"658","ZBTB16","205883_at",2.05e-29,3.38e-31,-14.4,60.2379632,-4.08,"zinc finger and BTB domain containing 16","205883_at",0.255,0.00519101,-3.08,-3.78715,-1.73,"zinc finger and BTB domain containing 16","205883_at",0.00581,0.00202,-3.4376663,-2.063335,-1.30458114,"zinc finger and BTB domain containing 16"
