"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.HS","adj.P.Val.HS","P.Value.HS","t.HS","B.HS","logFC.HS","Gene.title.HS"
"2659","SLC25A29","225306_s_at",1.1e-06,2.42e-07,-5.38,5.8728888,-0.595,"solute carrier family 25 member 29","232280_at",9.16e-07,5.56e-08,-7.5590107,8.32605,-1.14033982,"solute carrier family 25 member 29"
"2660","SLC25A35","228836_at",6.02e-05,1.64e-05,-4.44,1.8019612,-0.944,"solute carrier family 25 member 35","228836_at",3.89e-05,5.45e-06,5.7148998,3.749569,0.76893996,"solute carrier family 25 member 35"
"2661","SLC25A36","237741_at",3.37e-07,6.95e-08,-5.64,7.0853323,-1.06,"solute carrier family 25 member 36","237741_at",0.000982,0.000248,-4.2522319,-0.027612,-1.03894478,"solute carrier family 25 member 36"
"2662","SLC28A3","220475_at",1.24e-15,9.89e-17,9.25,27.1422577,1.62,"solute carrier family 28 member 3","232277_at",0.0173,0.00725,-2.9175699,-3.28126,-0.68833189,"solute carrier family 28 member 3"
"2663","SLC29A1","201801_s_at",4.51e-09,7.48e-10,-6.53,11.5161017,-0.631,"solute carrier family 29 member 1 (Augustine blood group)","201801_s_at",0.00112,0.000291,-4.1905652,-0.185185,-0.59012855,"solute carrier family 29 member 1 (Augustine blood group)"
"2664","SLC29A4","1570124_at",1.65e-11,2.07e-12,-7.59,17.3090133,-1.57,"solute carrier family 29 member 4","1570124_at",0.0185,0.00784,-2.8845554,-3.355453,-0.61332494,"solute carrier family 29 member 4"
"2665","SLC2A5","204430_s_at",9.78e-15,8.49e-16,8.9,25.0128339,1.3,"solute carrier family 2 member 5","204430_s_at",1.3e-08,2.18e-10,10.0649267,13.856076,2.97257963,"solute carrier family 2 member 5"
"2666","SLC30A6","243643_x_at",3.41e-07,7.04e-08,5.64,7.0727439,0.858,"solute carrier family 30 member 6","226162_at",9.04e-06,9.45e-07,6.4020133,5.495855,1.56231236,"solute carrier family 30 member 6"
"2667","SLC33A1","1554148_a_at",4.83e-06,1.15e-06,5.05,4.3638836,0.678,"solute carrier family 33 member 1","1554148_a_at",1.39e-05,1.6e-06,6.1937328,4.970762,0.65834676,"solute carrier family 33 member 1"
"2668","SLC35B1","202433_at",7.68e-25,2.2e-26,12.7,49.2124921,0.616,"solute carrier family 35 member B1","202433_at",5.58e-07,2.99e-08,7.821982,8.946224,0.59212692,"solute carrier family 35 member B1"
"2669","SLC35B4","225881_at",8.42e-09,1.44e-09,6.4,10.8731712,0.789,"solute carrier family 35 member B4","225881_at",1.82e-06,1.32e-07,7.1985455,7.461458,0.74477435,"solute carrier family 35 member B4"
"2670","SLC35D2","231437_at",2.22e-13,2.27e-14,-8.36,21.764133,-0.63,"solute carrier family 35 member D2","231437_at",9.8e-06,1.04e-06,-6.3628668,5.397481,-1.01394258,"solute carrier family 35 member D2"
"2671","SLC35F1","228060_at",3.43e-20,1.64e-21,-11,38.0614204,-1.62,"solute carrier family 35 member F1","228060_at",0.00163,0.000453,-4.0210208,-0.616184,-1.12128772,"solute carrier family 35 member F1"
"2672","SLC35F5","220123_at",2.02e-10,2.87e-11,7.13,14.7182756,0.715,"solute carrier family 35 member F5","226381_at",3.27e-07,1.51e-08,-8.1174139,9.632005,-0.8414166,"solute carrier family 35 member F5"
"2673","SLC36A1","213119_at",1.3e-12,1.44e-13,8.05,19.940431,0.742,"solute carrier family 36 member 1","213119_at",3.06e-06,2.54e-07,6.929732,6.80622,0.92220859,"solute carrier family 36 member 1"
"2674","SLC38A10","230448_at",9.84e-16,7.72e-17,9.29,27.3877023,1.34,"solute carrier family 38 member 10","230448_at",2.57e-06,2.04e-07,7.0191752,7.025203,1.38469149,"solute carrier family 38 member 10"
"2675","SLC38A7","228951_at",2.28e-14,2.06e-15,8.76,24.1370407,0.694,"solute carrier family 38 member 7","228951_at",3.43e-06,2.93e-07,6.8722796,6.665065,0.85730921,"solute carrier family 38 member 7"
"2676","SLC38A9","243709_at",4.18e-08,7.75e-09,-6.08,9.2267557,-0.996,"solute carrier family 38 member 9","243709_at",0.0024,0.000713,-3.8452967,-1.058732,-1.12195241,"solute carrier family 38 member 9"
"2677","SLC39A2","220413_at",1.74e-13,1.75e-14,8.4,22.0189743,1.81,"solute carrier family 39 member 2","220413_at",0.000312,6.44e-05,-4.7672058,1.299412,-1.06509037,"solute carrier family 39 member 2"
"2678","SLC39A8","216504_s_at",0.000301,9.03e-05,-4.01,0.1725981,-0.87,"solute carrier family 39 member 8","219869_s_at",1.07e-07,3.58e-09,8.7530826,11.06749,2.29815095,"solute carrier family 39 member 8"
"2679","SLC3A1","239667_at",3.07e-13,3.18e-14,-8.3,21.431044,-1.06,"solute carrier family 3 member 1","239667_at",9.79e-05,1.65e-05,-5.2885687,2.65014,-0.76660794,"solute carrier family 3 member 1"
"2680","SLC44A1","228486_at",1.01e-09,1.55e-10,-6.82,13.0609093,-0.607,"solute carrier family 44 member 1","222364_at",0.032,0.0149,-2.609382,-3.956275,-0.80988405,"solute carrier family 44 member 1"
"2681","SLC46A1","1558703_at",1.07e-11,1.31e-12,-7.67,17.7613964,-0.771,"solute carrier family 46 member 1","1552278_a_at",1.87e-07,7.43e-09,8.4273556,10.338805,1.50999364,"solute carrier family 46 member 1"
"2682","SLC46A2","223816_at",3.2e-05,8.39e-06,-4.6,2.4438537,-1.62,"solute carrier family 46 member 2","223816_at",4.05e-08,1.02e-09,-9.3304061,12.323396,-2.42846987,"solute carrier family 46 member 2"
"2683","SLC47A1","219525_at",4.76e-10,7.07e-11,-6.96,13.8314021,-0.808,"solute carrier family 47 member 1","219525_at",1.26e-09,7.6e-12,-11.7905766,17.182491,-1.66686829,"solute carrier family 47 member 1"
"2684","SLC47A2","231068_at",3.35e-05,8.81e-06,4.59,2.3971316,1.02,"solute carrier family 47 member 2","231068_at",0.0169,0.00704,-2.9300275,-3.253155,-0.75761023,"solute carrier family 47 member 2"
"2685","SLC4A11","223748_at",3.18e-07,6.53e-08,5.66,7.1459698,0.653,"solute carrier family 4 member 11","223748_at",0.0355,0.0169,-2.5558296,-4.069261,-0.64258036,"solute carrier family 4 member 11"
"2686","SLC4A8","228175_at",6.85e-13,7.34e-14,8.16,20.6040383,0.796,"solute carrier family 4 member 8","228935_at",8.41e-06,8.65e-07,6.4370528,5.583779,1.04175749,"solute carrier family 4 member 8"
"2687","SLC5A1","206628_at",2.19e-38,1.34e-40,17.8,81.7820957,3.91,"solute carrier family 5 member 1","206628_at",0.00686,0.00244,-3.3612762,-2.247336,-0.88197416,"solute carrier family 5 member 1"
"2688","SLC6A15","206376_at",3.55e-10,5.21e-11,7.02,14.1330287,1.18,"solute carrier family 6 member 15","206376_at",0.0162,0.00667,-2.9523532,-3.202641,-0.79629872,"solute carrier family 6 member 15"
"2689","SLC6A16","219820_at",8.11e-12,9.78e-13,-7.72,18.047855,-1.51,"solute carrier family 6 member 16","1569940_at",1.16e-05,1.28e-06,-6.2811317,5.191603,-1.277076,"solute carrier family 6 member 16"
"2690","SLC6A2","217213_at",6.69e-07,1.43e-07,-5.49,6.3839575,-0.898,"solute carrier family 6 member 2","210353_s_at",4.91e-05,7.21e-06,-5.6064811,3.470829,-0.68560907,"solute carrier family 6 member 2"
"2691","SLC7A11","209921_at",1.53e-39,7.96e-42,18.3,84.5873838,4.14,"solute carrier family 7 member 11","209921_at",0.000287,5.84e-05,4.8042064,1.395231,1.45962871,"solute carrier family 7 member 11"
"2692","SLC7A5","201195_s_at",1.3e-29,2.07e-31,14.5,60.723391,1.88,"solute carrier family 7 member 5","201195_s_at",0.00624,0.00219,3.4055246,-2.140941,0.74446229,"solute carrier family 7 member 5"
"2693","SLC8A1","1561615_s_at",1e-06,2.18e-07,-5.4,5.9717136,-0.905,"solute carrier family 8 member A1","1561615_s_at",0.0467,0.0234,2.4112728,-4.367195,0.69427399,"solute carrier family 8 member A1"
"2694","SLCO4A1","219911_s_at",1.16e-31,1.47e-33,15.2,65.6471487,1.96,"solute carrier organic anion transporter family member 4A1","219911_s_at",0.0144,0.00582,-3.0084462,-3.074907,-0.62065104,"solute carrier organic anion transporter family member 4A1"
"2695","SLFN12","219885_at",5.18e-14,4.89e-15,8.61,23.2814076,1.13,"schlafen family member 12","219885_at",2.34e-07,9.86e-09,8.3024363,10.055505,0.92056013,"schlafen family member 12"
"2696","SLFN13","1558217_at",7.44e-07,1.6e-07,5.47,6.2748576,0.716,"schlafen family member 13","1558217_at",9.61e-05,1.61e-05,5.2970872,2.672181,0.8989329,"schlafen family member 13"
"2697","SLFN5","1557078_at",1.26e-19,6.39e-21,10.8,36.7104316,2.62,"schlafen family member 5","1553055_a_at",0.00061,0.000141,4.4681722,0.526854,0.73990282,"schlafen family member 5"
"2698","SLIT2","230130_at",9.3e-11,1.27e-11,-7.27,15.5182237,-0.769,"slit guidance ligand 2","209897_s_at",0.00517,0.00176,-3.4921825,-1.931107,-0.60091571,"slit guidance ligand 2"
"2699","SLIT3","203813_s_at",6.95e-05,1.91e-05,-4.4,1.6543886,-0.706,"slit guidance ligand 3","203812_at",0.00176,0.000496,-3.986219,-0.704196,-0.84180951,"slit guidance ligand 3"
"2700","SLITRK6","232176_at",2.84e-15,2.33e-16,-9.11,26.2918111,-1.1,"SLIT and NTRK like family member 6","232481_s_at",1.19e-08,1.95e-10,-10.120829,13.969782,-2.08258399,"SLIT and NTRK like family member 6"
"2701","SLK","206875_s_at",1.61e-19,8.28e-21,10.7,36.4534842,0.605,"STE20 like kinase","206874_s_at",3.16e-07,1.44e-08,-8.1362938,9.675432,-0.86813034,"STE20 like kinase"
"2702","SLURP1","214536_at",2.05e-06,4.64e-07,5.24,5.2403139,1.77,"secreted LY6/PLAUR domain containing 1","214536_at",2.27e-05,2.88e-06,-5.9622133,4.382522,-1.5331353,"secreted LY6/PLAUR domain containing 1"
"2703","SLX1A","218317_x_at",3.07e-13,3.17e-14,8.3,21.4334032,0.644,"SLX1 homolog A, structure-specific endonuclease subunit///SLX1 homolog B, structure-specific endonuclease subunit","218317_x_at",8.77e-06,9.11e-07,6.4166787,5.53267,0.62578307,"SLX1 homolog A, structure-specific endonuclease subunit///SLX1 homolog B, structure-specific endonuclease subunit"
"2704","SMA4","214850_at",2.8e-24,8.49e-26,-12.5,47.8687518,-1.21,"glucuronidase beta pseudogene","206565_x_at",0.000275,5.55e-05,4.8235207,1.445261,0.96912233,"glucuronidase beta pseudogene"
"2705","SMAD1","208015_at",1.24e-07,2.42e-08,-5.86,8.1139313,-0.654,"SMAD family member 1","208015_at",2.72e-09,2.32e-11,-11.1957624,16.077799,-1.79756688,"SMAD family member 1"
"2706","SMAD4","235725_at",1.67e-34,1.55e-36,-16.3,72.4716008,-0.893,"SMAD family member 4","235725_at",1.65e-05,1.96e-06,-6.1128149,4.765685,-0.72005878,"SMAD family member 4"
"2707","SMAD5-AS1","220263_at",0.00272,0.000946,-3.37,-2.0399189,-0.676,"SMAD5 antisense RNA 1","220263_at",2.03e-07,8.2e-09,-8.3836681,10.239969,-1.89006303,"SMAD5 antisense RNA 1"
"2708","SMARCA2","206543_at",0.00225,0.000774,3.42,-1.8533212,0.593,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","212257_s_at",0.00509,0.00173,-3.4990946,-1.91429,-0.59687939,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"2709","SMARCA4","213720_s_at",4.83e-06,1.15e-06,5.05,4.3640045,0.784,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","214360_at",1.1e-05,1.19e-06,-6.3103758,5.265337,-0.64324561,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
"2710","SMARCC2","201320_at",2.13e-09,3.41e-10,-6.68,12.2872119,-0.644,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2","1561973_at",0.00016,2.96e-05,-5.0644447,2.069648,-1.26643262,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
"2711","SMCO4","219806_s_at",4.95e-15,4.18e-16,9.02,25.715049,1.43,"single-pass membrane protein with coiled-coil domains 4","219806_s_at",3.85e-07,1.86e-08,8.0252461,9.419314,1.22905481,"single-pass membrane protein with coiled-coil domains 4"
"2712","SMG1P5","238449_at",5.65e-16,4.3e-17,-9.38,27.9665607,-1.42,"SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5","238449_at",3.74e-05,5.21e-06,-5.7322716,3.794165,-1.52915287,"SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5"
"2713","SMIM10L2A","238697_at",4.05e-15,3.39e-16,-9.05,25.9223055,-0.902,"small integral membrane protein 10 like 2A","238697_at",4.77e-06,4.36e-07,-6.7116777,6.268475,-1.2146747,"small integral membrane protein 10 like 2A"
"2714","SMIM14","222336_at",6.31e-08,1.19e-08,-6,8.8049894,-0.697,"small integral membrane protein 14","222336_at",0.000591,0.000136,-4.481875,0.562156,-0.92249392,"small integral membrane protein 14"
"2715","SMIM5","229740_at",3.84e-25,1.06e-26,12.8,49.9416475,1.1,"small integral membrane protein 5","229740_at",2.97e-06,2.45e-07,-6.944911,6.84345,-1.15219177,"small integral membrane protein 5"
"2716","SMIM7","221988_at",2.6e-08,4.71e-09,-6.18,9.7140516,-0.627,"small integral membrane protein 7","221988_at",5.46e-05,8.2e-06,-5.5567319,3.342705,-0.61781851,"small integral membrane protein 7"
"2717","SMPD3","219695_at",2.18e-33,2.29e-35,15.9,69.7891147,2.18,"sphingomyelin phosphodiesterase 3","219695_at",0.00513,0.00174,-3.4951253,-1.923949,-0.75886562,"sphingomyelin phosphodiesterase 3"
"2718","SMTN","209427_at",3.08e-05,8.07e-06,4.61,2.4810148,0.696,"smoothelin","207390_s_at",0.00182,0.000515,3.9709639,-0.742722,0.82177259,"smoothelin"
"2719","SMURF1","212668_at",2.92e-32,3.41e-34,15.5,67.1014713,1.46,"SMAD specific E3 ubiquitin protein ligase 1","232665_x_at",1.19e-06,7.71e-08,-7.4224295,8.000396,-1.39671757,"SMAD specific E3 ubiquitin protein ligase 1"
"2720","SMYD2","212922_s_at",2.26e-18,1.32e-19,10.3,33.7055059,0.63,"SET and MYND domain containing 2","212921_at",1.65e-08,3e-10,-9.9098914,13.538574,-1.2727389,"SET and MYND domain containing 2"
"2721","SNAP23","209131_s_at",0.000986,0.000319,-3.68,-1.0223252,-0.878,"synaptosome associated protein 23","229773_at",0.00377,0.00121,-3.6386533,-1.572377,-0.79538809,"synaptosome associated protein 23"
"2722","SNAPC3","210465_s_at",2.31e-10,3.32e-11,7.1,14.5752185,0.933,"small nuclear RNA activating complex polypeptide 3","222286_at",3.78e-05,5.28e-06,-5.7270321,3.780716,-0.86470892,"small nuclear RNA activating complex polypeptide 3"
"2723","SNCA","211546_x_at",1.64e-11,2.05e-12,-7.59,17.3192518,-0.627,"synuclein alpha","204467_s_at",0.0159,0.00654,-2.9602278,-3.184779,-0.58977912,"synuclein alpha"
"2724","SNORD54","216247_at",2.89e-11,3.72e-12,-7.49,16.7299947,-1.41,"small nucleolar RNA, C/D box 54///ribosomal protein S20","216247_at",0.000431,9.44e-05,-4.6212199,0.921758,-0.5852007,"small nucleolar RNA, C/D box 54///ribosomal protein S20"
"2725","SNORD89","235536_at",8.46e-16,6.6e-17,9.31,27.5432784,1.17,"small nucleolar RNA, C/D box 89","235536_at",0.00475,0.00159,3.5312405,-1.835928,0.64621229,"small nucleolar RNA, C/D box 89"
"2726","SNRK","207474_at",2.43e-15,1.98e-16,-9.14,26.4541191,-1.98,"SNF related kinase","207474_at",7.72e-05,1.24e-05,-5.3971403,2.930884,-1.10185168,"SNF related kinase"
"2727","SNRPA1","242146_at",1.94e-07,3.88e-08,-5.76,7.6547092,-1.4,"small nuclear ribonucleoprotein polypeptide A'","242146_at",0.000211,4.08e-05,-4.9415009,1.750984,-1.68420415,"small nuclear ribonucleoprotein polypeptide A'"
"2728","SNTB1","214708_at",7.69e-06,1.87e-06,-4.94,3.8912536,-0.614,"syntrophin beta 1","208608_s_at",0.00437,0.00144,-3.569806,-1.741599,-0.5997558,"syntrophin beta 1"
"2729","SNURF","201522_x_at",6.9e-26,1.73e-27,-13.1,51.7395432,-0.698,"SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N","1560741_at",0.000751,0.000181,-4.3732424,0.282643,-0.7576244,"SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N"
"2730","SNX1","201716_at",7.94e-11,1.08e-11,7.3,15.681712,0.598,"sorting nexin 1","213364_s_at",1.2e-05,1.33e-06,-6.2657022,5.152666,-0.71563784,"sorting nexin 1"
"2731","SNX10","218404_at",1.14e-13,1.13e-14,8.47,22.4539875,1.35,"sorting nexin 10","218404_at",4.59e-10,1.43e-12,12.7213862,18.828177,1.91702302,"sorting nexin 10"
"2732","SNX20","228869_at",1.88e-17,1.21e-18,9.95,31.506437,1.59,"sorting nexin 20","228869_at",5.93e-08,1.67e-09,9.100802,11.829363,1.43548759,"sorting nexin 20"
"2733","SNX29P2","214712_at",1.75e-07,3.48e-08,-5.78,7.7591113,-0.606,"sorting nexin 29 pseudogene 2","214712_at",5.75e-06,5.47e-07,-6.6203532,6.041676,-0.97621193,"sorting nexin 29 pseudogene 2"
"2734","SNX33","229898_at",8.94e-15,7.75e-16,-8.92,25.104164,-0.588,"sorting nexin 33","229898_at",2.86e-05,3.8e-06,-5.8548467,4.108269,-0.74161631,"sorting nexin 33"
"2735","SNX5","222417_s_at",3.4e-18,2.02e-19,10.2,33.2840522,0.652,"sorting nexin 5","223666_at",1.38e-06,9.4e-08,7.3395105,7.801527,1.04641203,"sorting nexin 5"
"2736","SOAT1","228479_at",3.24e-08,5.93e-09,-6.13,9.4880119,-0.787,"sterol O-acyltransferase 1","221561_at",0.00201,0.000579,3.9259061,-0.85631,1.04026302,"sterol O-acyltransferase 1"
"2737","SOBP","218974_at",3.11e-18,1.83e-19,-10.2,33.3781326,-1.85,"sine oculis binding protein homolog","229034_at",2.82e-06,2.3e-07,6.9709376,6.907221,1.04736321,"sine oculis binding protein homolog"
"2738","SOCS1","210001_s_at",2.69e-16,1.98e-17,9.51,28.7357493,1.35,"suppressor of cytokine signaling 1","210001_s_at",1.17e-06,7.62e-08,7.4271784,8.011759,1.88996558,"suppressor of cytokine signaling 1"
"2739","SOCS3","227697_at",2.73e-19,1.44e-20,10.6,35.9058866,1.31,"suppressor of cytokine signaling 3","206359_at",2.66e-07,1.17e-08,8.2285744,9.886998,2.1763153,"suppressor of cytokine signaling 3"
"2740","SOCS7","226572_at",6.07e-06,1.45e-06,-5,4.133708,-0.588,"suppressor of cytokine signaling 7","226572_at",0.000285,5.8e-05,-4.8071991,1.402983,-0.71416326,"suppressor of cytokine signaling 7"
"2741","SORBS2","233720_at",9.09e-07,1.97e-07,-5.43,6.0714098,-0.7,"sorbin and SH3 domain containing 2","204288_s_at",0.0173,0.00724,-2.9179082,-3.280498,-0.63745064,"sorbin and SH3 domain containing 2"
"2742","SORCS1","228194_s_at",3.72e-11,4.85e-12,-7.44,16.4697576,-0.748,"sortilin related VPS10 domain containing receptor 1","1556891_at",0.000106,1.81e-05,-5.2518554,2.555123,-0.65392773,"sortilin related VPS10 domain containing receptor 1"
"2743","SORCS2","228720_at",8.68e-18,5.38e-19,10.1,32.3114394,1.16,"sortilin related VPS10 domain containing receptor 2","228720_at",1.83e-07,7.22e-09,8.4396104,10.366483,1.28164869,"sortilin related VPS10 domain containing receptor 2"
"2744","SORD","230782_at",1.25e-10,1.73e-11,-7.22,15.2174155,-1.15,"sorbitol dehydrogenase","230782_at",0.000603,0.000139,-4.4732421,0.539914,-1.38149221,"sorbitol dehydrogenase"
"2745","SORL1","212560_at",1.62e-13,1.63e-14,-8.41,22.0917967,-0.892,"sortilin related receptor 1","203509_at",0.00245,0.000731,3.8359606,-1.082108,0.79540762,"sortilin related receptor 1"
"2746","SOS1","212780_at",9.07e-10,1.39e-10,6.84,13.1671086,0.738,"SOS Ras/Rac guanine nucleotide exchange factor 1","230337_at",0.0289,0.0132,-2.6620261,-3.843895,-0.6512973,"SOS Ras/Rac guanine nucleotide exchange factor 1"
"2747","SOS2","217644_s_at",2.42e-10,3.48e-11,-7.09,14.5299653,-0.662,"SOS Ras/Rho guanine nucleotide exchange factor 2","211665_s_at",0.0107,0.00411,-3.1511884,-2.744863,-0.61083196,"SOS Ras/Rho guanine nucleotide exchange factor 2"
"2748","SOST","223869_at",5.2e-17,3.53e-18,9.78,30.4442496,3.23,"sclerostin","223869_at",0.00411,0.00134,3.5983013,-1.671685,2.0794036,"sclerostin"
"2749","SOWAHC","219496_at",0.00948,0.00361,2.95,-3.2784874,0.726,"sosondowah ankyrin repeat domain family member C","227034_at",1.65e-05,1.95e-06,-6.1149082,4.770997,-0.88307742,"sosondowah ankyrin repeat domain family member C"
"2750","SOX10","209842_at",4.77e-09,7.92e-10,-6.52,11.4595051,-1.15,"SRY-box 10","209843_s_at",0.00496,0.00168,-3.5110919,-1.885073,-0.64047766,"SRY-box 10"
"2751","SOX15","206122_at",4.25e-12,4.97e-13,7.84,18.7156975,0.641,"SRY-box 15","206122_at",3.13e-05,4.23e-06,-5.8128391,4.000738,-1.04482016,"SRY-box 15"
"2752","SOX21-AS1","237885_at",9.52e-12,1.16e-12,7.69,17.8808995,1.51,"SOX21 antisense RNA 1 (head to head)","237885_at",2.96e-08,6.64e-10,-9.5302556,12.747583,-1.78260261,"SOX21 antisense RNA 1 (head to head)"
"2753","SOX4","201416_at",8.94e-07,1.94e-07,-5.43,6.0878641,-0.61,"SRY-box 4","213668_s_at",0.00246,0.000736,3.8329417,-1.089663,0.62292261,"SRY-box 4"
"2754","SOX5","238009_at",1.04e-25,2.65e-27,-13,51.3161386,-1.87,"SRY-box 5","207336_at",8.34e-05,1.36e-05,-5.3611511,2.837868,-0.91487461,"SRY-box 5"
"2755","SOX6","227498_at",6.67e-14,6.4e-15,-8.57,23.0155041,-1.22,"SRY-box 6","1563454_at",7.88e-06,8.01e-07,-6.4679244,5.661142,-0.67330789,"SRY-box 6"
"2756","SOX8","226913_s_at",3.78e-21,1.61e-22,-11.3,40.364494,-1.91,"SRY-box 8","226913_s_at",0.00415,0.00136,-3.5938353,-1.682655,-1.06154316,"SRY-box 8"
"2757","SOX9-AS1","230419_at",4.77e-11,6.3e-12,-7.4,16.2120586,-0.888,"SOX9 antisense RNA 1","230419_at",0.0203,0.00872,-2.8397959,-3.455355,-0.80164115,"SOX9 antisense RNA 1"
"2758","SP1","214732_at",5.45e-08,1.02e-08,6.03,8.9535735,0.84,"Sp1 transcription factor","224754_at",0.00044,9.66e-05,-4.6123942,0.898953,-0.94351925,"Sp1 transcription factor"
"2759","SP110","209762_x_at",5.38e-30,8.29e-32,14.6,61.6361617,1.54,"SP110 nuclear body protein","209762_x_at",1.07e-07,3.59e-09,8.7516041,11.064215,0.96539107,"SP110 nuclear body protein"
"2760","SP140L","214791_at",8.91e-14,8.68e-15,8.52,22.7135435,0.872,"SP140 nuclear body protein like","214791_at",0.0016,0.000444,4.0285626,-0.59709,1.00057145,"SP140 nuclear body protein like"
"2761","SP8","237449_at",2.08e-09,3.33e-10,-6.68,12.3108797,-2.18,"Sp8 transcription factor","237449_at",7.86e-05,1.27e-05,-5.3892288,2.910441,-2.42090643,"Sp8 transcription factor"
