"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.VL","adj.P.Val.VL","P.Value.VL","t.VL","B.VL","logFC.VL","Gene.title.VL"
"959","THYN1","223711_s_at",5.59e-11,7.43e-12,-7.37,16.0486907,-0.684,"thymocyte nuclear protein 1","ILMN_2334042",0.00590562,0.000526,3.8627484,-0.34585,0.8407815,"thymocyte nuclear protein 1"
"960","TICAM1","213191_at",3.02e-07,6.19e-08,5.67,7.1987214,0.815,"toll like receptor adaptor molecule 1","ILMN_1724863",0.00406792,0.000305,-4.0585569,0.16891,-1.050538,"toll like receptor adaptor molecule 1"
"961","TIGAR","219099_at",6.32e-35,5.61e-37,16.5,73.4806863,3.03,"TP53 induced glycolysis regulatory phosphatase","ILMN_1791792",0.00472676,0.000378,3.9811844,-0.03543,0.6411004,"TP53 induced glycolysis regulatory phosphatase"
"962","TIMM22","222841_s_at",5.8e-13,6.17e-14,8.19,20.7754069,0.789,"translocase of inner mitochondrial membrane 22 homolog (yeast)","ILMN_1706959",0.00297459,0.000194,-4.2196912,0.59797,-0.9191648,"translocase of inner mitochondrial membrane 22 homolog (yeast)"
"963","TIMM8A","205217_at",3.31e-18,1.96e-19,10.2,33.3120122,1.2,"translocase of inner mitochondrial membrane 8 homolog A (yeast)","ILMN_1722239",0.00262965,0.000161,4.2841495,0.7708,0.6081553,"translocase of inner mitochondrial membrane 8 homolog A (yeast)"
"964","TIMM8B","223478_at",5.25e-14,4.95e-15,8.61,23.2679268,1.36,"translocase of inner mitochondrial membrane 8 homolog B","ILMN_1738938",0.0004836,1.15e-05,5.2057578,3.28868,1.018716,"translocase of inner mitochondrial membrane 8 homolog B"
"965","TIPIN","219258_at",8.87e-12,1.07e-12,7.7,17.9543835,0.855,"TIMELESS interacting protein","ILMN_1761939",0.03645667,0.00717,2.876214,-2.77476,1.3614247,"TIMELESS interacting protein"
"966","TIPRL","1554351_a_at",5.89e-13,6.27e-14,8.19,20.7594579,0.908,"TOR signaling pathway regulator","ILMN_1781457",0.00078796,2.57e-05,4.926022,2.51827,1.1131346,"TOR signaling pathway regulator"
"967","TLE2","204431_at",1.79e-13,1.8e-14,-8.4,21.9918976,-0.881,"transducin like enhancer of split 2","ILMN_1814917",0.01704785,0.00248,-3.2895987,-1.79713,-0.6396349,"transducin like enhancer of split 2"
"968","TM7SF2","210130_s_at",7.53e-11,1.02e-11,7.31,15.7389683,1.13,"transmembrane 7 superfamily member 2","ILMN_1690040",0.0202094,0.00314,-3.1999287,-2.01487,-0.752735,"transmembrane 7 superfamily member 2"
"969","TM9SF1","209149_s_at",3.62e-27,7.94e-29,13.6,54.8054958,1.55,"transmembrane 9 superfamily member 1","ILMN_1709334",0.00900445,0.000975,-3.6378224,-0.9264,-0.6533323,"transmembrane 9 superfamily member 1"
"970","TMED5","202195_s_at",2.16e-15,1.76e-16,9.16,26.5730104,1.01,"transmembrane p24 trafficking protein 5","ILMN_1803279",0.01470687,0.002,3.3716595,-1.5954,1.2114517,"transmembrane p24 trafficking protein 5"
"971","TMEM106B","222787_s_at",6.19e-09,1.04e-09,-6.47,11.1917616,-1.62,"transmembrane protein 106B","ILMN_1726288",0.03767263,0.00749,2.8587236,-2.81455,0.883086,"transmembrane protein 106B"
"972","TMEM117","223594_at",3.84e-23,1.31e-24,12.1,45.1518453,1.17,"transmembrane protein 117","ILMN_1809894",0.01555531,0.00217,3.3392143,-1.67543,0.850291,"transmembrane protein 117"
"973","TMEM159","213272_s_at",1.47e-06,3.26e-07,-5.32,5.5824271,-1.05,"transmembrane protein 159","ILMN_1655876",0.0396792,0.00808,-2.8281012,-2.88387,-0.7300607,"transmembrane protein 159"
"974","TMEM165","226827_at",6.46e-07,1.38e-07,5.5,6.4197231,0.981,"transmembrane protein 165","ILMN_1773935",0.00383296,0.000279,4.0892556,0.2503,0.9289172,"transmembrane protein 165"
"975","TMEM167A","226276_at",2.44e-17,1.6e-18,9.91,31.2291258,1.37,"transmembrane protein 167A","ILMN_1742813",0.00208313,0.000113,4.4080189,1.10461,0.6630655,"transmembrane protein 167A"
"976","TMEM185A","227880_s_at",2.76e-09,4.47e-10,6.62,12.0196649,1.06,"transmembrane protein 185A","ILMN_2140389",0.0238918,0.00398,-3.1077116,-2.23567,-0.737539,"transmembrane protein 185A"
"977","TMEM237","228255_at",3.53e-20,1.69e-21,-11,38.0299607,-0.838,"transmembrane protein 237","ILMN_1800958",0.00375012,0.000271,4.1007293,0.28076,0.9773315,"transmembrane protein 237"
"978","TMEM266","1552400_a_at",7.04e-06,1.7e-06,-4.96,3.9819642,-0.85,"transmembrane protein 266","ILMN_1808956",0.01063681,0.00125,-3.546848,-1.15743,-0.7220477,"transmembrane protein 266"
"979","TMEM54","225536_at",1.04e-26,2.41e-28,13.4,53.6996573,1.47,"transmembrane protein 54","ILMN_2059689",0.03049057,0.00563,-2.9723695,-2.5536,-0.7781977,"transmembrane protein 54"
"980","TMEM55A","226338_at",2.73e-09,4.42e-10,-6.63,12.031904,-0.829,"transmembrane protein 55A","ILMN_1752117",0.0094904,0.00106,3.6078379,-1.0028,0.6839678,"transmembrane protein 55A"
"981","TMEM57","218562_s_at",2e-43,6.77e-46,19.8,93.9083593,1.81,"transmembrane protein 57","ILMN_1718831",0.04593972,0.00986,2.7472189,-3.06485,0.827253,"transmembrane protein 57"
"982","TMEM91","229957_at",1.44e-15,1.15e-16,-9.22,26.992752,-0.73,"transmembrane protein 91","ILMN_2211065",0.02982971,0.00545,-2.9850529,-2.52413,-0.7813407,"transmembrane protein 91"
"983","TMOD3","223078_s_at",9.85e-20,4.95e-21,10.8,36.9636132,1.57,"tropomodulin 3","ILMN_1809484",0.03777335,0.00752,2.8569603,-2.81855,0.5913994,"tropomodulin 3"
"984","TMSB15B","214051_at",1.29e-09,2.01e-10,-6.77,12.8042185,-0.926,"thymosin beta 15B///thymosin beta 15a","ILMN_1740512",0.00110484,4.22e-05,4.7537355,2.04562,0.9839878,"thymosin beta 15B"
"985","TMX1","208097_s_at",4.43e-12,5.19e-13,7.83,18.6727446,0.634,"thioredoxin related transmembrane protein 1","ILMN_1691181",0.03069481,0.00568,2.9687763,-2.56194,0.6205809,"thioredoxin related transmembrane protein 1"
"986","TNFAIP8","229814_at",1.01e-06,2.2e-07,5.4,5.9627834,0.8,"TNF alpha induced protein 8","ILMN_2414325",0.01833597,0.00273,3.2525064,-1.88755,0.935551,"TNF alpha induced protein 8"
"987","TNFRSF21","214581_x_at",7.05e-25,2e-26,12.7,49.3047167,1.61,"TNF receptor superfamily member 21","ILMN_1699695",0.02748486,0.00484,3.0315085,-2.41561,1.0411976,"TNF receptor superfamily member 21"
"988","TNFSF10","214329_x_at",1.63e-17,1.05e-18,9.97,31.6502552,0.823,"tumor necrosis factor superfamily member 10","ILMN_1801307",0.0029887,0.000196,4.2152035,0.58596,1.2806008,"tumor necrosis factor superfamily member 10"
"989","TNNT2","215389_s_at",2.26e-23,7.5e-25,-12.2,45.7019623,-1.9,"troponin T2, cardiac type","ILMN_1664071",0.01393167,0.00185,3.4009319,-1.52289,0.6522375,"troponin T2, cardiac type"
"990","TNPO1","225766_s_at",7.16e-20,3.55e-21,10.9,37.2950175,1.49,"transportin 1","ILMN_1837935",0.02373454,0.00395,3.1107556,-2.22843,0.7213024,"transportin 1"
"991","TOLLIP","217930_s_at",5.37e-21,2.33e-22,11.3,39.9984033,1.44,"toll interacting protein","ILMN_1765523",0.02056733,0.00322,-3.1901286,-2.03848,-0.7066778,"toll interacting protein"
"992","TOM1","202807_s_at",1.1e-20,4.97e-22,11.2,39.2464485,1.63,"target of myb1 membrane trafficking protein","ILMN_2082314",0.0056498,0.000495,-3.8843679,-0.28941,-0.8590077,"target of myb1 membrane trafficking protein"
"993","TOP2A","201292_at",1.27e-31,1.61e-33,15.2,65.5555589,1.66,"topoisomerase (DNA) II alpha","ILMN_1686097",6.268e-05,4.36e-07,6.3437803,6.41489,1.4724369,"topoisomerase (DNA) II alpha"
"994","TPM2","227397_at",0.000275,8.22e-05,-4.04,0.2617489,-0.601,"tropomyosin 2 (beta)","ILMN_1789196",0.04221,0.0088,2.7939236,-2.96072,0.7784066,"tropomyosin 2 (beta)"
"995","TPP1","214195_at",3.14e-06,7.27e-07,-5.15,4.804737,-0.694,"tripeptidyl peptidase 1","ILMN_1729234",0.01520589,0.0021,-3.351998,-1.64394,-0.8642833,"tripeptidyl peptidase 1"
"996","TPR","228709_at",6.81e-08,1.29e-08,-5.98,8.7253521,-0.725,"translocated promoter region, nuclear basket protein","ILMN_1730999",7.836e-05,6.87e-07,6.1844785,5.98097,1.7831339,"translocated promoter region, nuclear basket protein"
"997","TPX2","210052_s_at",1.84e-35,1.54e-37,16.7,74.7688399,2.3,"TPX2, microtubule nucleation factor","ILMN_1796949",0.02113652,0.00334,3.1757472,-2.07308,0.6534443,"TPX2, microtubule nucleation factor"
"998","TRA2B","210180_s_at",7.22e-08,1.38e-08,5.97,8.6655821,0.687,"transformer 2 beta homolog (Drosophila)","ILMN_1742798",0.03467155,0.00672,2.901975,-2.71591,0.8753567,"transformer 2 beta homolog (Drosophila)"
"999","TRAF3IP2","215411_s_at",1.49e-21,6.1e-23,11.5,41.3313402,0.638,"TRAF3 interacting protein 2","ILMN_1701514",0.0014773,6.64e-05,-4.5955717,1.61364,-0.8399879,"TRAF3 interacting protein 2"
"1000","TRAF7","223029_s_at",4.09e-14,3.82e-15,8.65,23.526223,0.594,"TNF receptor associated factor 7","ILMN_2405991",0.01240232,0.00156,-3.4649223,-1.36343,-0.8206279,"TNF receptor associated factor 7"
"1001","TRAPPC11","233558_s_at",3.21e-19,1.7e-20,10.6,35.7376735,0.966,"trafficking protein particle complex 11","ILMN_1752086",0.03090161,0.00575,2.9640042,-2.573,1.0249705,"trafficking protein particle complex 11"
"1002","TRIM22","213293_s_at",1.79e-30,2.59e-32,14.8,62.7949615,1.12,"tripartite motif containing 22","ILMN_1779252",3.258e-05,1.22e-07,6.7939874,7.62974,1.44365,"tripartite motif containing 22"
"1003","TRIM25","206911_at",7.77e-19,4.34e-20,10.5,34.8096581,0.8,"tripartite motif containing 25","ILMN_1813625",0.04496083,0.00957,-2.7596123,-3.03732,-0.6594395,"tripartite motif containing 25"
"1004","TRIM26","202702_at",3.97e-14,3.7e-15,8.66,23.5579209,0.585,"tripartite motif containing 26","ILMN_1738704",0.00243363,0.000144,-4.3242996,0.87877,-0.8503362,"tripartite motif containing 26"
"1005","TRIOBP","243690_at",8.64e-05,2.41e-05,-4.34,1.4337636,-0.594,"TRIO and F-actin binding protein","ILMN_1735788",0.01718912,0.00251,-3.2851254,-1.80806,-0.7753307,"TRIO and F-actin binding protein"
"1006","TRIP11","209778_at",1.65e-20,7.58e-22,11.1,38.828063,0.827,"thyroid hormone receptor interactor 11","ILMN_1658144",0.00041383,9.03e-06,5.2887923,3.51775,1.6200682,"thyroid hormone receptor interactor 11"
"1007","TRIP13","204033_at",2.12e-36,1.6e-38,17,77.0184424,2.69,"thyroid hormone receptor interactor 13","ILMN_1796589",0.01373615,0.00181,3.4090607,-1.50271,0.7029061,"thyroid hormone receptor interactor 13"
"1008","TRMO","222195_s_at",5.49e-10,8.23e-11,6.94,13.6830288,0.782,"tRNA methyltransferase O","ILMN_1700028",0.01880259,0.00283,3.2387408,-1.92098,0.6106782,"tRNA methyltransferase O"
"1009","TRMT10C","223267_at",6.69e-21,2.95e-22,11.2,39.7647329,0.644,"tRNA methyltransferase 10C, mitochondrial RNase P subunit","ILMN_1672565",0.01491498,0.00204,3.3641792,-1.61388,1.3480252,"tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"1010","TRMT13","232489_at",7.76e-12,9.33e-13,-7.73,18.0936276,-0.899,"tRNA methyltransferase 13 homolog","ILMN_1659786",0.00209523,0.000115,4.404694,1.09562,1.5988431,"tRNA methyltransferase 13 homolog"
"1011","TRNT1","222754_at",2.83e-12,3.25e-13,7.91,19.1341724,0.982,"tRNA nucleotidyl transferase 1","ILMN_1655924",0.00690347,0.000665,3.7773518,-0.56773,0.9032867,"tRNA nucleotidyl transferase 1"
"1012","TSC22D4","1554501_at",1.05e-07,2.05e-08,-5.89,8.277441,-0.6,"TSC22 domain family member 4","ILMN_1721636",0.00533317,0.000457,-3.9128,-0.21503,-0.6891093,"TSC22 domain family member 4"
"1013","TSEN15","225400_at",6.61e-12,7.89e-13,7.76,18.2594198,0.759,"tRNA splicing endonuclease subunit 15","ILMN_1734486",0.00427779,0.000326,4.0337729,0.10333,0.9196206,"tRNA splicing endonuclease subunit 15"
"1014","TSPAN4","209264_s_at",1.04e-05,2.55e-06,-4.87,3.5894226,-0.593,"tetraspanin 4","ILMN_1718607",0.00257091,0.000156,-4.2961556,0.80306,-0.8444963,"tetraspanin 4"
"1015","TTC1","201434_at",4.99e-21,2.16e-22,11.3,40.0740015,0.736,"tetratricopeptide repeat domain 1","ILMN_1743303",0.00078796,2.57e-05,4.9269325,2.52077,0.9934188,"tetratricopeptide repeat domain 1"
"1016","TTC14","225178_at",4.76e-12,5.6e-13,-7.82,18.5983027,-1.01,"tetratricopeptide repeat domain 14","ILMN_2390472",0.02147393,0.00342,3.1666357,-2.09496,1.2212837,"tetratricopeptide repeat domain 14"
"1017","TTC33","231479_at",2.1e-11,2.66e-12,-7.55,17.0624624,-0.916,"tetratricopeptide repeat domain 33","ILMN_1807088",0.04132818,0.00853,2.8061235,-2.93335,0.8890165,"tetratricopeptide repeat domain 33"
"1018","TTC37","1554029_a_at",2.35e-05,6.06e-06,-4.67,2.7563293,-0.789,"tetratricopeptide repeat domain 37","ILMN_1795911",0.00474188,0.00038,3.9791488,-0.04079,1.1866119,"tetratricopeptide repeat domain 37"
"1019","TTC38","218272_at",1.14e-17,7.15e-19,-10,32.0281577,-0.598,"tetratricopeptide repeat domain 38","ILMN_2059886",0.00802872,0.000824,-3.6995463,-0.76835,-0.9416856,"tetratricopeptide repeat domain 38"
"1020","TTC39B","236826_at",1.3e-11,1.61e-12,7.63,17.5547083,1.18,"tetratricopeptide repeat domain 39B","ILMN_1769290",0.03002915,0.00551,2.980733,-2.53418,0.9065841,"tetratricopeptide repeat domain 39B"
"1021","TTC8","226120_at",6.45e-10,9.74e-11,-6.91,13.5169506,-0.812,"tetratricopeptide repeat domain 8","ILMN_2401927",0.0273652,0.00481,3.0338811,-2.41004,0.7890928,"tetratricopeptide repeat domain 8"
"1022","TTK","204822_at",2.04e-36,1.54e-38,17.1,77.0586161,3.15,"TTK protein kinase","ILMN_1788166",0.0001315,1.56e-06,5.897174,5.1942,1.5743761,"TTK protein kinase"
"1023","TTLL12","216251_s_at",2.4e-11,3.06e-12,7.52,16.922388,0.601,"tubulin tyrosine ligase like 12","ILMN_1663113",0.00377314,0.000273,-4.0976702,0.27264,-1.0593567,"tubulin tyrosine ligase like 12"
"1024","TTPAL","219633_at",0.00202,0.000689,3.46,-1.7443949,0.61,"alpha tocopherol transfer protein like","ILMN_1744442",0.04683716,0.0101,-2.7366665,-3.08823,-0.6542429,"alpha tocopherol transfer protein like"
"1025","TUBB2B","209372_x_at",1.81e-08,3.21e-09,6.25,10.0890473,1.46,"tubulin beta 2B class IIb///tubulin beta 2A class IIa","ILMN_1680874",6.601e-05,5.02e-07,-6.2942795,6.28026,-1.5016689,"tubulin beta 2B class IIb"
"1026","TWSG1","219201_s_at",4.58e-11,6.03e-12,7.4,16.2539553,0.874,"twisted gastrulation BMP signaling modulator 1","ILMN_2214144",0.01553201,0.00217,3.3404527,-1.67239,1.0276901,"twisted gastrulation BMP signaling modulator 1"
"1027","TXNDC17","224511_s_at",7.38e-45,2.07e-47,20.4,97.3765731,1.43,"thioredoxin domain containing 17","ILMN_1659437",0.00257091,0.000156,4.2963074,0.80347,1.3578533,"thioredoxin domain containing 17"
"1028","TXNDC9","1554047_at",1.11e-06,2.43e-07,5.38,5.869529,0.753,"thioredoxin domain containing 9","ILMN_1731137",0.00020266,3.1e-06,5.6599463,4.54153,1.3423221,"thioredoxin domain containing 9"
"1029","TYMS","1554696_s_at",6.24e-25,1.76e-26,12.7,49.4310943,1.14,"thymidylate synthetase","ILMN_1806040",0.02542568,0.00436,3.0722709,-2.31964,0.7590675,"thymidylate synthetase"
"1030","TYSND1","238802_at",1.83e-14,1.64e-15,-8.79,24.3623537,-0.93,"trypsin domain containing 1","ILMN_2248725",0.00206587,0.000112,-4.4119065,1.11512,-0.6397401,"trypsin domain containing 1"
"1031","UBA6","218340_s_at",1.11e-10,1.53e-11,7.24,15.3369931,1.81,"ubiquitin like modifier activating enzyme 6","ILMN_1675085",0.0217643,0.00349,3.1591836,-2.11283,1.1035929,"ubiquitin like modifier activating enzyme 6"
"1032","UBALD1","225874_at",9.16e-10,1.41e-10,6.84,13.1560301,0.855,"UBA like domain containing 1","ILMN_1733863",0.00232505,0.000135,-4.3475674,0.94144,-0.7645235,"UBA like domain containing 1"
"1033","UBALD2","224783_at",2.36e-23,7.83e-25,12.2,45.6601908,1.23,"UBA like domain containing 2","ILMN_1775498",0.03730676,0.00739,-2.8638879,-2.80282,-0.5959707,"UBA like domain containing 2"
"1034","UBE2L3","200682_s_at",1.15e-25,2.95e-27,13,51.210787,0.754,"ubiquitin conjugating enzyme E2 L3","ILMN_1677877",0.00598157,0.000538,-3.8542588,-0.36798,-0.6931856,"ubiquitin conjugating enzyme E2 L3"
"1035","UBE2M","203109_at",1.53e-10,2.15e-11,7.18,15.0046576,0.934,"ubiquitin conjugating enzyme E2 M","ILMN_1701331",0.04989563,0.011,-2.7017413,-3.16522,-0.7820517,"ubiquitin conjugating enzyme E2 M"
"1036","UBE2T","223229_at",1.54e-20,7.04e-22,11.1,38.9005066,1.68,"ubiquitin conjugating enzyme E2 T","ILMN_1711470",2.61e-06,1.04e-09,8.5543654,12.15474,1.4159203,"ubiquitin conjugating enzyme E2 T"
"1037","UBE2W","222657_s_at",3.53e-10,5.18e-11,7.02,14.1381975,0.965,"ubiquitin conjugating enzyme E2 W (putative)","ILMN_1717420",0.0217643,0.00349,3.159192,-2.11281,0.621735,"ubiquitin conjugating enzyme E2 W (putative)"
"1038","UBE2Z","236107_at",1.15e-05,2.86e-06,-4.84,3.479392,-1.31,"ubiquitin conjugating enzyme E2 Z","ILMN_1692168",0.01369555,0.0018,-3.4105535,-1.499,-0.6849721,"ubiquitin conjugating enzyme E2 Z"
"1039","UBL4A","221746_at",7.87e-13,8.48e-14,8.14,20.4613777,0.66,"ubiquitin like 4A","ILMN_1742147",0.00243147,0.000144,-4.3249085,0.88041,-0.7568761,"ubiquitin like 4A"
"1040","UBXN4","212008_at",3.96e-19,2.12e-20,10.6,35.5184161,1.3,"UBX domain protein 4","ILMN_1781097",0.00221741,0.000124,4.376238,1.01877,1.2403174,"UBX domain protein 4"
"1041","UCHL3","204616_at",2.56e-38,1.57e-40,17.8,81.6206819,1.15,"ubiquitin C-terminal hydrolase L3","ILMN_1660111",0.00269554,0.000167,4.2719887,0.73815,1.0858173,"ubiquitin C-terminal hydrolase L3"
"1042","UCHL5","219960_s_at",9.33e-31,1.31e-32,14.9,63.4720974,1.46,"ubiquitin C-terminal hydrolase L5","ILMN_1731612",0.00232505,0.000135,4.3478549,0.94222,1.3095708,"ubiquitin C-terminal hydrolase L5"
"1043","UEVLD","220775_s_at",5.82e-21,2.54e-22,11.3,39.9142991,1.32,"UEV and lactate/malate dehyrogenase domains","ILMN_1711452",0.03147493,0.00589,2.9542022,-2.5957,0.6790213,"UEV and lactate/malate dehyrogenase domains"
"1044","UFM1","242669_at",5.2e-12,6.13e-13,-7.8,18.5075231,-0.857,"ubiquitin fold modifier 1","ILMN_1757646",0.01842719,0.00275,3.2497247,-1.89431,1.0427564,"ubiquitin fold modifier 1"
"1045","UGGT2","1558467_a_at",1.52e-07,3.01e-08,-5.81,7.902146,-0.874,"UDP-glucose glycoprotein glucosyltransferase 2","ILMN_1788387",0.00192025,0.000101,4.4500385,1.2183,0.6885447,"UDP-glucose glycoprotein glucosyltransferase 2"
"1046","UGP2","232180_at",2.28e-15,1.85e-16,-9.15,26.5192905,-0.725,"UDP-glucose pyrophosphorylase 2","ILMN_2389151",0.01049619,0.00122,3.5539982,-1.13936,1.0184907,"UDP-glucose pyrophosphorylase 2"
"1047","USP48","229812_at",3.15e-07,6.46e-08,5.66,7.1563263,0.942,"ubiquitin specific peptidase 48","ILMN_1777726",0.04702541,0.0102,2.7343139,-3.09343,0.94732,"ubiquitin specific peptidase 48"
"1048","UTP11","218235_s_at",1.18e-27,2.45e-29,13.7,55.9744844,0.824,"UTP11, small subunit processome component homolog (S. cerevisiae)","ILMN_2130838",2.585e-05,7.33e-08,6.9769779,8.11789,1.8491027,"UTP11, small subunit processome component homolog (S. cerevisiae)"
"1049","UTP14A","221514_at",1.64e-17,1.05e-18,9.97,31.6464803,0.73,"UTP14A small subunit processome component","ILMN_2095820",0.0014158,6.23e-05,4.6180254,1.67483,0.8562544,"UTP14A small subunit processome component"
"1050","VAC14","218169_at",2.55e-13,2.62e-14,8.33,21.6230484,0.72,"Vac14, PIKFYVE complex component","ILMN_1799024",0.00048456,1.15e-05,-5.20435,3.2848,-0.730148,"Vac14, PIKFYVE complex component"
"1051","VAMP2","201557_at",5.2e-18,3.13e-19,-10.2,32.8480417,-0.728,"vesicle associated membrane protein 2","ILMN_1713491",0.00348693,0.000246,-4.1349174,0.37168,-1.167254,"vesicle associated membrane protein 2"
"1052","VAMP4","211760_s_at",1.78e-07,3.55e-08,5.78,7.7413872,0.69,"vesicle associated membrane protein 4","ILMN_1804676",0.02966801,0.0054,2.9887596,-2.51551,1.2434821,"vesicle associated membrane protein 4"
"1053","VAPA","228480_at",3.1e-07,6.36e-08,-5.66,7.1719553,-0.612,"VAMP associated protein A","ILMN_1690822",0.00142095,6.27e-05,4.6157858,1.66873,0.6337484,"VAMP associated protein A"
"1054","VARS","201797_s_at",4.49e-19,2.43e-20,10.6,35.3849132,1.06,"valyl-tRNA synthetase","ILMN_1696601",0.00910853,0.000992,-3.6312453,-0.94318,-0.8925517,"valyl-tRNA synthetase"
"1055","VEZT","207263_x_at",2.37e-10,3.4e-11,-7.1,14.5506257,-0.655,"vezatin, adherens junctions transmembrane protein","ILMN_1774828",0.00222985,0.000125,4.3737702,1.01211,1.222258,"vezatin, adherens junctions transmembrane protein"
"1056","VIPR1","205019_s_at",1.24e-08,2.16e-09,6.33,10.4743495,0.768,"vasoactive intestinal peptide receptor 1","ILMN_2199389",0.02025927,0.00315,-3.1986147,-2.01803,-0.60252,"vasoactive intestinal peptide receptor 1"
"1057","VPS18","223346_at",4.69e-06,1.11e-06,5.06,4.3937489,0.694,"VPS18, CORVET/HOPS core subunit","ILMN_1721575",9.367e-05,9.22e-07,-6.0815975,5.6998,-0.9464742,"VPS18, CORVET/HOPS core subunit"
"1058","VPS37A","225378_at",5e-17,3.4e-18,9.79,30.4833774,0.6,"VPS37A, ESCRT-I subunit","ILMN_1711139",0.02304905,0.00379,3.1268172,-2.19019,1.0312962,"VPS37A, ESCRT-I subunit"
"1059","VPS37B","221704_s_at",5.53e-19,3.03e-20,10.5,35.1659175,1.12,"VPS37B, ESCRT-I subunit","ILMN_1710427",0.00040142,8.62e-06,-5.3051152,3.56279,-0.943509,"VPS37B, ESCRT-I subunit"
"1060","VPS9D1","205781_at",2.18e-15,1.78e-16,9.15,26.5627681,1.03,"VPS9 domain containing 1","ILMN_1693630",0.02099419,0.00331,-3.1793149,-2.0645,-0.6490758,"VPS9 domain containing 1"
