"","Gene.symbol","ID.PS","adj.P.Val.PS","P.Value.PS","t.PS","B.PS","logFC.PS","Gene.title.PS","ID.AD","adj.P.Val.AD","P.Value.AD","t.AD","B.AD","logFC.AD","Gene.title.AD"
"735","NEDD9","202149_at",5.59e-11,7.44e-12,-7.37,16.0481028,-0.834,"neural precursor cell expressed, developmentally down-regulated 9","202149_at",0.465,0.03911951,-2.19,-5.67639,-0.669,"neural precursor cell expressed, developmentally down-regulated 9"
"736","NEK2","204641_at",6.69e-28,1.34e-29,13.8,56.5780257,1.98,"NIMA related kinase 2","204641_at",0.4,0.02419972,2.41,-5.23816,0.951,"NIMA related kinase 2"
"737","NFAT5","208003_s_at",0.000889,0.000286,-3.71,-0.9181029,-0.961,"nuclear factor of activated T-cells 5","215092_s_at",0.216,0.00237011,3.41,-3.02967,0.717,"nuclear factor of activated T-cells 5"
"738","NIN","224304_x_at",1e-12,1.09e-13,8.09,20.2117275,0.745,"ninein","224304_x_at",0.323,0.01294575,2.69,-4.65569,0.749,"ninein"
"739","NLRC3","236295_s_at",3.6e-07,7.45e-08,5.63,7.0179107,0.99,"NLR family CARD domain containing 3","236295_s_at",0.25,0.00459963,3.13,-3.67094,1.41,"NLR family CARD domain containing 3"
"740","NMI","203964_at",1.9e-38,1.15e-40,17.8,81.9306479,1.14,"N-myc and STAT interactor","203964_at",0.454,0.03631653,2.22,-5.60915,0.74,"N-myc and STAT interactor"
"741","NOD2","220066_at",2.59e-40,1.23e-42,18.6,86.4421754,2.24,"nucleotide binding oligomerization domain containing 2","220066_at",0.243,0.00390065,3.2,-3.51217,0.922,"nucleotide binding oligomerization domain containing 2"
"742","NOSTRIN","226992_at",9.34e-06,2.29e-06,-4.89,3.6939977,-0.837,"nitric oxide synthase trafficking","226992_at",0.465,0.03909212,-2.19,-5.67575,-0.884,"nitric oxide synthase trafficking"
"743","NPY1R","205440_s_at",1.19e-26,2.76e-28,-13.4,53.5654546,-1.04,"neuropeptide Y receptor Y1","205440_s_at",0.277,0.0077047,-2.92,-4.16467,-0.948,"neuropeptide Y receptor Y1"
"744","NR1H3","203920_at",1.78e-19,9.18e-21,-10.7,36.3502166,-1.43,"nuclear receptor subfamily 1 group H member 3","203920_at",0.166,0.00066593,-3.92,-1.78575,-1.24,"nuclear receptor subfamily 1 group H member 3"
"745","NR2F1","209505_at",3.17e-10,4.62e-11,-7.04,14.2504371,-1.05,"nuclear receptor subfamily 2 group F member 1","209505_at",0.348,0.01621742,-2.59,-4.8668,-0.629,"nuclear receptor subfamily 2 group F member 1"
"746","NR2F2","209120_at",5.82e-22,2.27e-23,-11.6,42.315202,-0.68,"nuclear receptor subfamily 2 group F member 2","215073_s_at",0.406,0.02577725,-2.38,-5.29627,-0.597,"nuclear receptor subfamily 2 group F member 2"
"747","NR3C2","205259_at",1.02e-34,9.25e-37,-16.4,72.9832762,-2.73,"nuclear receptor subfamily 3 group C member 2","205259_at",0.261,0.00599554,-3.02,-3.92524,-1.27,"nuclear receptor subfamily 3 group C member 2"
"748","NR4A3","209959_at",4.48e-25,1.24e-26,12.8,49.7794578,2.82,"nuclear receptor subfamily 4 group A member 3","209959_at",0.444,0.03397977,2.25,-5.5488,1.02,"nuclear receptor subfamily 4 group A member 3"
"749","NRXN1","228547_at",7.83e-22,3.09e-23,-11.6,42.0051461,-2.07,"neurexin 1","228547_at",0.285,0.00866121,-2.87,-4.27593,-1.68,"neurexin 1"
"750","NUF2","223381_at",1.7e-28,3.16e-30,14.1,58.0128076,1.95,"NUF2, NDC80 kinetochore complex component","223381_at",0.229,0.00284063,3.33,-3.20548,0.894,"NUF2, NDC80 kinetochore complex component"
"751","NUSAP1","219978_s_at",1.24e-13,1.23e-14,8.46,22.369208,1.54,"nucleolar and spindle associated protein 1","218039_at",0.193,0.0011775,3.69,-2.34649,0.844,"nucleolar and spindle associated protein 1"
"752","OAS1","205552_s_at",2.11e-44,6.38e-47,20.2,96.2555378,4.8,"2'-5'-oligoadenylate synthetase 1","202869_at",0.459,0.03771724,2.2,-5.6434,1.5,"2'-5'-oligoadenylate synthetase 1"
"753","OAS2","204972_at",6.42e-46,1.6e-48,20.8,99.9208459,4.46,"2'-5'-oligoadenylate synthetase 2","204972_at",0.473,0.04099621,2.16,-5.71864,1.76,"2'-5'-oligoadenylate synthetase 2"
"754","OAS3","218400_at",2.5e-45,6.59e-48,20.6,98.5114678,3.64,"2'-5'-oligoadenylate synthetase 3","218400_at",0.357,0.01744243,2.56,-4.93473,1.51,"2'-5'-oligoadenylate synthetase 3"
"755","OASL","205660_at",3.54e-74,3.89e-78,34.4,167.3841197,7.95,"2'-5'-oligoadenylate synthetase like","205660_at",0.259,0.00570689,3.04,-3.878,2.12,"2'-5'-oligoadenylate synthetase like"
"756","ODF3B","238327_at",1.08e-11,1.33e-12,7.67,17.7467541,1.39,"outer dense fiber of sperm tails 3B","243934_at",0.304,0.0106669,2.78,-4.47322,0.847,"outer dense fiber of sperm tails 3B"
"757","OGN","218730_s_at",4.09e-06,9.61e-07,-5.09,4.5346555,-1.63,"osteoglycin","218730_s_at",0.26,0.00577204,-3.04,-3.88887,-1.2,"osteoglycin"
"758","OIP5","213599_at",4.3e-25,1.19e-26,12.8,49.8256037,1.59,"Opa interacting protein 5","213599_at",0.421,0.02841763,2.34,-5.38574,1.39,"Opa interacting protein 5"
"759","ORC6","219105_x_at",1.04e-09,1.6e-10,6.81,13.029464,0.769,"origin recognition complex subunit 6","219105_x_at",0.244,0.00399684,3.19,-3.53566,0.632,"origin recognition complex subunit 6"
"760","OSBPL1A","208158_s_at",1.44e-17,9.17e-19,-9.99,31.7813326,-0.645,"oxysterol binding protein like 1A","209485_s_at",0.497,0.04724246,-2.09,-5.84591,-0.698,"oxysterol binding protein like 1A"
"761","OSBPL3","209626_s_at",3.37e-28,6.48e-30,14,57.2987918,1.87,"oxysterol binding protein like 3","209626_s_at",0.14,0.00033301,4.2,-1.09986,0.657,"oxysterol binding protein like 3"
"762","OSBPL6","238575_at",7.61e-12,9.14e-13,7.73,18.1140044,1.68,"oxysterol binding protein like 6","238575_at",0.277,0.00770527,2.92,-4.16474,0.678,"oxysterol binding protein like 6"
"763","OSGIN2","204024_at",1.5e-11,1.87e-12,-7.61,17.4096153,-0.74,"oxidative stress induced growth inhibitor family member 2","204024_at",0.216,0.00236811,-3.41,-3.02885,-0.587,"oxidative stress induced growth inhibitor family member 2"
"764","OSMR","1554008_at",1.56e-14,1.38e-15,8.82,24.5332862,1.63,"oncostatin M receptor","226621_at",0.196,0.00127216,3.66,-2.42229,0.824,"oncostatin M receptor"
"765","P2RY1","207455_at",1.36e-18,7.76e-20,10.4,34.2319071,2.01,"purinergic receptor P2Y1","231925_at",0.255,0.0052095,3.08,-3.79056,0.859,"purinergic receptor P2Y1"
"766","P2RY10","236280_at",2.09e-13,2.12e-14,8.37,21.8285053,1.43,"purinergic receptor P2Y10","236280_at",0.301,0.0104613,2.78,-4.45483,0.857,"purinergic receptor P2Y10"
"767","P2RY13","220005_at",2.9e-06,6.7e-07,5.17,4.8845202,1.14,"purinergic receptor P2Y13","220005_at",0.469,0.03992695,2.18,-5.69482,0.686,"purinergic receptor P2Y13"
"768","P2RY2","206277_at",5.14e-20,2.51e-21,10.9,37.6377495,1.33,"purinergic receptor P2Y2","206277_at",0.487,0.04425363,2.13,-5.78737,0.827,"purinergic receptor P2Y2"
"769","PAK2","208875_s_at",7.64e-08,1.46e-08,5.96,8.609025,1.21,"p21 (RAC1) activated kinase 2","208876_s_at",0.457,0.03720074,2.21,-5.63093,0.637,"p21 (RAC1) activated kinase 2"
"770","PAK3","236277_at",3.3e-09,5.4e-10,-6.59,11.8360064,-0.738,"p21 (RAC1) activated kinase 3","229201_at",0.144,0.00035937,-4.17,-1.17546,-1.48,"p21 (RAC1) activated kinase 3"
"771","PALMD","222725_s_at",1.51e-07,3e-08,-5.81,7.9057559,-0.753,"palmdelphin","232187_at",0.453,0.03604899,-2.22,-5.60245,-0.709,"palmdelphin"
"772","PANX1","204715_at",1.52e-35,1.25e-37,16.7,74.9735865,1.86,"pannexin 1","204715_at",0.296,0.0100686,2.8,-4.41864,0.841,"pannexin 1"
"773","PARP12","218543_s_at",1.62e-12,1.8e-13,8.01,19.7161061,0.773,"poly(ADP-ribose) polymerase family member 12","218543_s_at",0.213,0.00219963,3.44,-2.95707,0.737,"poly(ADP-ribose) polymerase family member 12"
"774","PARP14","224701_at",1.4e-28,2.57e-30,14.1,58.2190309,0.929,"poly(ADP-ribose) polymerase family member 14","224701_at",0.217,0.00242764,3.4,-3.05298,0.911,"poly(ADP-ribose) polymerase family member 14"
"775","PARP8","219033_at",2.25e-20,1.05e-21,11.1,38.5027716,1.19,"poly(ADP-ribose) polymerase family member 8","219033_at",0.189,0.001067,3.73,-2.24978,0.672,"poly(ADP-ribose) polymerase family member 8"
"776","PARP9","227807_at",1.34e-32,1.51e-34,15.6,67.9125818,2.55,"poly(ADP-ribose) polymerase family member 9","223220_s_at",0.255,0.0052148,3.08,-3.79154,1.23,"poly(ADP-ribose) polymerase family member 9"
"777","PARVG","223562_at",2.08e-09,3.31e-10,6.68,12.3148538,1.03,"parvin gamma","223562_at",0.212,0.00205696,3.47,-2.89178,1.03,"parvin gamma"
"778","PBK","219148_at",3.15e-35,2.71e-37,16.6,74.205548,2.71,"PDZ binding kinase","219148_at",0.402,0.02491237,2.4,-5.26489,1.11,"PDZ binding kinase"
"779","PCBD2","1554894_a_at",2.39e-17,1.56e-18,9.91,31.2534545,1.24,"pterin-4 alpha-carbinolamine dehydratase 2","240846_at",0.21,0.0018981,3.5,-2.81344,0.744,"pterin-4 alpha-carbinolamine dehydratase 2"
"780","PCDH7","205534_at",5.06e-26,1.25e-27,13.1,52.0611423,1.95,"protocadherin 7","205534_at",0.449,0.03520155,2.24,-5.58088,1.03,"protocadherin 7"
"781","PCDH9","219738_s_at",7.75e-06,1.88e-06,-4.94,3.8833046,-0.633,"protocadherin 9","219738_s_at",0.501,0.04830886,-2.08,-5.86585,-0.719,"protocadherin 9"
"782","PCDHB9","223854_at",1.7e-05,4.31e-06,-4.75,3.0843454,-0.712,"protocadherin beta 9///protocadherin beta 10","223854_at",0.385,0.02172299,-2.46,-5.13848,-0.691,"protocadherin beta 9///protocadherin beta 10"
"783","PCDHGA4","1552735_at",4.39e-13,4.61e-14,-8.24,21.0622922,-0.765,"protocadherin gamma subfamily A, 4","1552735_at",0.507,0.04996366,-2.07,-5.8959,-0.669,"protocadherin gamma subfamily A, 4"
"784","PCGF3","204564_at",2.72e-09,4.4e-10,6.63,12.036814,0.97,"polycomb group ring finger 3","238084_at",0.349,0.01634516,2.59,-4.87413,0.607,"polycomb group ring finger 3"
"785","PCM1","228905_at",4.66e-22,1.79e-23,-11.7,42.5489924,-0.744,"pericentriolar material 1","228905_at",0.357,0.01729009,-2.56,-4.92655,-0.634,"pericentriolar material 1"
"786","PDCD6IP","222394_at",1.32e-18,7.56e-20,-10.4,34.2581252,-0.836,"programmed cell death 6 interacting protein","222394_at",0.135,0.00022248,-4.36,-0.69885,-0.603,"programmed cell death 6 interacting protein"
"787","PDGFD","219304_s_at",5.61e-11,7.46e-12,-7.37,16.0443585,-1.54,"platelet derived growth factor D","219304_s_at",0.428,0.02991906,-2.31,-5.43283,-0.724,"platelet derived growth factor D"
"788","PDLIM5","203242_s_at",5.3e-13,5.61e-14,8.21,20.8692659,1.05,"PDZ and LIM domain 5","216803_at",0.343,0.01547639,2.61,-4.8231,0.606,"PDZ and LIM domain 5"
"789","PDPN","204879_at",6.62e-08,1.25e-08,5.99,8.7553446,0.95,"podoplanin","204879_at",0.469,0.03999474,2.17,-5.69635,0.714,"podoplanin"
"790","PDS5B","215888_at",2.1e-06,4.77e-07,-5.24,5.2128214,-0.841,"PDS5 cohesin associated factor B","204742_s_at",0.209,0.00187057,-3.51,-2.7992,-0.616,"PDS5 cohesin associated factor B"
"791","PDZK1","205380_at",1e-06,2.19e-07,-5.4,5.968112,-1.75,"PDZ domain containing 1","205380_at",0.257,0.00543992,-3.06,-3.83208,-2.93,"PDZ domain containing 1"
"792","PECR","223619_x_at",5.84e-18,3.54e-19,-10.1,32.7265064,-0.876,"peroxisomal trans-2-enoyl-CoA reductase","221142_s_at",0.135,0.00015324,-4.51,-0.32713,-2.62,"peroxisomal trans-2-enoyl-CoA reductase"
"793","PEG10","212094_at",2.48e-16,1.82e-17,-9.52,28.8204991,-1.16,"paternally expressed 10","212094_at",0.289,0.00901307,-2.85,-4.31372,-1.25,"paternally expressed 10"
"794","PELI2","219132_at",2.32e-23,7.7e-25,-12.2,45.6763713,-1.34,"pellino E3 ubiquitin protein ligase family member 2","219132_at",0.281,0.00821505,-2.89,-4.22568,-0.837,"pellino E3 ubiquitin protein ligase family member 2"
"795","PEX11A","205161_s_at",9.41e-07,2.04e-07,-5.42,6.0358388,-1.13,"peroxisomal biogenesis factor 11 alpha","205160_at",0.144,0.00036705,-4.16,-1.19641,-1.06,"peroxisomal biogenesis factor 11 alpha"
"796","PFN2","204992_s_at",5.53e-32,6.63e-34,-15.4,66.4405347,-0.813,"profilin 2","204992_s_at",0.331,0.01408369,-2.65,-4.73479,-0.708,"profilin 2"
"797","PGF","209652_s_at",6.39e-05,1.75e-05,4.42,1.7405931,0.736,"placental growth factor","209652_s_at",0.276,0.00761623,2.92,-4.15367,0.791,"placental growth factor"
"798","PGLYRP4","220944_at",2.35e-46,5.49e-49,21,100.9816249,3.81,"peptidoglycan recognition protein 4","220944_at",0.449,0.03535945,2.23,-5.58494,0.664,"peptidoglycan recognition protein 4"
"799","PGM2","223738_s_at",4.09e-33,4.38e-35,15.8,69.1453573,1.96,"phosphoglucomutase 2","225367_at",0.377,0.02041489,2.49,-5.08098,0.771,"phosphoglucomutase 2"
"800","PGM5-AS1","230595_at",1.05e-19,5.32e-21,-10.8,36.8918687,-1.55,"PGM5 antisense RNA 1","230595_at",0.248,0.00441624,-3.15,-3.63179,-0.909,"PGM5 antisense RNA 1"
"801","PGR","228554_at",9.3e-12,1.13e-12,-7.7,17.9052946,-1.05,"progesterone receptor","228554_at",0.196,0.0013053,-3.65,-2.44749,-1.25,"progesterone receptor"
"802","PHF19","227211_at",3.45e-19,1.84e-20,10.6,35.6609847,1.81,"PHD finger protein 19","227212_s_at",0.329,0.01362467,2.67,-4.7037,1.03,"PHD finger protein 19"
"803","PHYHIP","205325_at",7.87e-25,2.25e-26,-12.7,49.1876722,-3.34,"phytanoyl-CoA 2-hydroxylase interacting protein","205325_at",0.289,0.00902247,-2.85,-4.31471,-1.22,"phytanoyl-CoA 2-hydroxylase interacting protein"
"804","PI15","229947_at",2.37e-16,1.74e-17,9.53,28.8665243,2.17,"peptidase inhibitor 15","229947_at",0.384,0.02159592,2.46,-5.13306,0.915,"peptidase inhibitor 15"
"805","PI3","41469_at",9.64e-51,1.22e-53,22.9,111.6259172,3.35,"peptidase inhibitor 3","41469_at",0.503,0.04910419,2.08,-5.88043,2.55,"peptidase inhibitor 3"
"806","PIGC","215242_at",1.14e-06,2.51e-07,-5.38,5.8377314,-0.655,"phosphatidylinositol glycan anchor biosynthesis class C","215242_at",0.245,0.00409857,-3.18,-3.55989,-0.816,"phosphatidylinositol glycan anchor biosynthesis class C"
"807","PIK3CD","203879_at",1.06e-10,1.46e-11,7.25,15.3826144,0.936,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","203879_at",0.159,0.00052626,4.02,-1.55324,0.699,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"808","PIK3CG","239294_at",0.00348,0.00123,3.29,-2.2860877,0.614,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","239294_at",0.304,0.01073676,2.77,-4.47939,1.13,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
"809","PIK3R1","212239_at",2.17e-32,2.5e-34,-15.5,67.4128138,-1.07,"phosphoinositide-3-kinase regulatory subunit 1","212239_at",0.234,0.0030313,-3.31,-3.26843,-0.592,"phosphoinositide-3-kinase regulatory subunit 1"
"810","PIK3R5","227553_at",7.55e-12,9.05e-13,7.73,18.1239061,1.65,"phosphoinositide-3-kinase regulatory subunit 5","227645_at",0.325,0.01316039,2.68,-4.67114,0.667,"phosphoinositide-3-kinase regulatory subunit 5"
"811","PIM1","209193_at",8.69e-12,1.05e-12,7.71,17.9760074,0.797,"Pim-1 proto-oncogene, serine/threonine kinase","209193_at",0.372,0.01968614,2.5,-5.04726,0.768,"Pim-1 proto-oncogene, serine/threonine kinase"
"812","PIP5K1B","205632_s_at",7.6e-12,9.13e-13,-7.73,18.1152924,-0.783,"phosphatidylinositol-4-phosphate 5-kinase type 1 beta","205632_s_at",0.442,0.033077,-2.27,-5.52432,-0.993,"phosphatidylinositol-4-phosphate 5-kinase type 1 beta"
"813","PKIA","204612_at",5.86e-12,6.96e-13,7.78,18.3835883,0.882,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha","204612_at",0.347,0.01607597,2.59,-4.85862,1.14,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha"
"814","PKIB","223551_at",6.79e-05,1.86e-05,-4.41,1.6779884,-0.852,"protein kinase (cAMP-dependent, catalytic) inhibitor beta","223551_at",0.36,0.01793268,-2.55,-4.96055,-0.919,"protein kinase (cAMP-dependent, catalytic) inhibitor beta"
"815","PKP2","207717_s_at",3.14e-14,2.89e-15,-8.7,23.8028378,-1.54,"plakophilin 2","207717_s_at",0.374,0.02000845,-2.5,-5.06233,-1.03,"plakophilin 2"
"816","PLA2G16","235110_at",1.6e-20,7.32e-22,-11.1,38.8619253,-1.98,"phospholipase A2 group XVI","209581_at",0.222,0.00253868,-3.38,-3.09643,-1.62,"phospholipase A2 group XVI"
"817","PLA2G3","220780_at",1.7e-23,5.59e-25,12.2,45.9949257,2.11,"phospholipase A2 group III","220780_at",0.292,0.0093158,2.83,-4.34505,1.17,"phospholipase A2 group III"
"818","PLA2R1","235746_s_at",3.9e-07,8.1e-08,-5.61,6.9362521,-0.649,"phospholipase A2 receptor 1","210194_at",0.481,0.04260546,-2.14,-5.75328,-0.662,"phospholipase A2 receptor 1"
"819","PLAU","205479_s_at",2.56e-11,3.28e-12,7.51,16.8542146,1.16,"plasminogen activator, urokinase","205479_s_at",0.264,0.00650707,2.99,-4.00354,1.02,"plasminogen activator, urokinase"
"820","PLAUR","210845_s_at",3.01e-14,2.77e-15,8.71,23.8438303,1.6,"plasminogen activator, urokinase receptor","210845_s_at",0.201,0.00143134,3.61,-2.53774,0.873,"plasminogen activator, urokinase receptor"
"821","PLBD1","218454_at",7.82e-44,2.55e-46,20,94.8797024,1.8,"phospholipase B domain containing 1","218454_at",0.285,0.00864572,2.87,-4.27423,1.04,"phospholipase B domain containing 1"
"822","PLCB4","203896_s_at",8.16e-15,7.05e-16,-8.93,25.19781,-1.55,"phospholipase C beta 4","203895_at",0.422,0.02886608,-2.33,-5.40007,-1.05,"phospholipase C beta 4"
"823","PLD6","227037_at",1.85e-21,7.67e-23,-11.5,41.1032761,-1.15,"phospholipase D family member 6///folliculin","227037_at",0.144,0.00037581,-4.15,-1.21982,-0.916,"phospholipase D family member 6///folliculin"
"824","PLEK","203471_s_at",5.47e-20,2.68e-21,10.9,37.5740947,1.72,"pleckstrin","203471_s_at",0.319,0.01249943,2.71,-4.62269,0.639,"pleckstrin"
"825","PLEKHA6","229245_at",3.11e-19,1.65e-20,-10.6,35.7713921,-1.53,"pleckstrin homology domain containing A6","229245_at",0.245,0.00407347,-3.18,-3.55397,-1.53,"pleckstrin homology domain containing A6"
"826","PLEKHH1","225727_at",2.26e-24,6.76e-26,-12.5,48.0947299,-1.29,"pleckstrin homology, MyTH4 and FERM domain containing H1","225726_s_at",0.427,0.0295332,-2.32,-5.42097,-0.94,"pleckstrin homology, MyTH4 and FERM domain containing H1"
"827","PLIN1","205913_at",9.75e-09,1.68e-09,-6.38,10.7229973,-2.54,"perilipin 1","205913_at",0.431,0.03046784,-2.3,-5.44943,-2.16,"perilipin 1"
"828","PLIN4","228409_at",1e-10,1.38e-11,-7.26,15.4383324,-2.61,"perilipin 4","228409_at",0.255,0.00505927,-3.09,-3.76247,-2.57,"perilipin 4"
"829","PLIN5","241368_at",6.27e-10,9.45e-11,6.91,13.5468758,1.66,"perilipin 5","241368_at",0.297,0.01014779,-2.8,-4.42606,-1.1,"perilipin 5"
"830","PLK3","204958_at",4.93e-24,1.53e-25,12.4,47.2819723,1.03,"polo like kinase 3","215462_at",0.284,0.00856747,2.87,-4.2656,0.585,"polo like kinase 3"
"831","PLK4","204886_at",8.01e-15,6.91e-16,8.93,25.2167932,0.844,"polo like kinase 4","204886_at",0.209,0.00186631,3.51,-2.79697,0.624,"polo like kinase 4"
"832","PLSCR1","202446_s_at",1.64e-30,2.35e-32,14.8,62.890768,1.33,"phospholipid scramblase 1","202446_s_at",0.279,0.00795946,2.9,-4.19562,0.752,"phospholipid scramblase 1"
"833","PLXDC1","214081_at",0.00737,0.00275,3.04,-3.0289874,0.849,"plexin domain containing 1","214081_at",0.236,0.0032258,3.28,-3.32864,1.28,"plexin domain containing 1"
"834","PM20D1","239929_at",1.28e-08,2.23e-09,-6.32,10.4433874,-3.85,"peptidase M20 domain containing 1","239929_at",0.331,0.0141684,-2.65,-4.74041,-3.72,"peptidase M20 domain containing 1"
"835","PMAIP1","204285_s_at",4.12e-10,6.09e-11,6.99,13.9784438,1.66,"phorbol-12-myristate-13-acetate-induced protein 1","204285_s_at",0.347,0.0160287,2.6,-4.85587,0.656,"phorbol-12-myristate-13-acetate-induced protein 1"
"836","PMEPA1","222450_at",7.71e-15,6.64e-16,-8.94,25.2566407,-0.603,"prostate transmembrane protein, androgen induced 1","222449_at",0.433,0.03096026,-2.3,-5.46407,-0.607,"prostate transmembrane protein, androgen induced 1"
"837","PNLDC1","1564414_a_at",8.54e-07,1.85e-07,-5.44,6.13446,-1.47,"PARN like, ribonuclease domain containing 1","1564414_a_at",0.449,0.0352663,-2.23,-5.58254,-1.62,"PARN like, ribonuclease domain containing 1"
"838","PNPLA3","220675_s_at",2.24e-06,5.11e-07,-5.22,5.1464549,-0.998,"patatin like phospholipase domain containing 3","233030_at",0.294,0.00980926,-2.81,-4.39395,-1.62,"patatin like phospholipase domain containing 3"
"839","POLE2","205909_at",1.33e-28,2.43e-30,14.1,58.2739251,1.99,"DNA polymerase epsilon 2, accessory subunit","205909_at",0.248,0.00433936,3.16,-3.61489,1.1,"DNA polymerase epsilon 2, accessory subunit"
"840","POLI","238992_at",8.12e-21,3.62e-22,-11.2,39.5621765,-0.814,"DNA polymerase iota","238992_at",0.257,0.00548787,-3.06,-3.8405,-0.616,"DNA polymerase iota"
"841","POLQ","219510_at",1.02e-26,2.36e-28,13.4,53.7227315,1.79,"DNA polymerase theta","207746_at",0.224,0.00256703,3.38,-3.10721,1.07,"DNA polymerase theta"
"842","POLR3G","206653_at",1.54e-45,3.92e-48,20.7,99.0273772,1.93,"RNA polymerase III subunit G","206653_at",0.184,0.00092058,3.79,-2.10474,0.943,"RNA polymerase III subunit G"
"843","PON3","213695_at",2.11e-06,4.78e-07,5.24,5.2113809,0.818,"paraoxonase 3","213695_at",0.314,0.01196164,-2.73,-4.58129,-1.78,"paraoxonase 3"
"844","POU6F1","205878_at",3.35e-08,6.14e-09,-6.13,9.4544055,-0.92,"POU class 6 homeobox 1","229809_at",0.268,0.00696846,-2.96,-4.06894,-1.27,"POU class 6 homeobox 1"
